plot_id,date,visit_year,tag,species_name,dbh,canopy,health,distance,azimuth,height,char
eglin h1,2017-08-16,2017,1459,Pinus palustris,41,d,1,2.8,277,NA,NA
eglin h1,2017-08-16,2017,1458,Pinus palustris,3.9,u,1,2,198,NA,NA
eglin h1,2017-08-16,2017,1457,Pinus palustris,4.4,u,1,4.9,196,NA,NA
eglin h1,2017-08-16,2017,1456,Pinus palustris,16.3,c,1,7.2,208,NA,NA
eglin h1,2017-08-16,2017,1455,Quercus laevis,5.7,u,1,8.9,210,NA,NA
eglin h1,2017-08-16,2017,1454,Quercus laevis,3.1,u,1,9.3,204,NA,NA
eglin h1,2017-08-16,2017,1453,Pinus palustris,3.9,u,1,10,197,NA,NA
eglin h1,2017-08-16,2017,1437,Quercus laevis,7.4,u,1,6.4,183,NA,NA
eglin h1,2017-08-16,2017,1433,Quercus laevis,7.4,u,1,6.12,177,NA,NA
eglin h1,2017-08-16,2017,1438,Quercus laevis,6.3,u,1,6.4,177,NA,NA
eglin h1,2017-08-16,2017,1435,Crataegus spp.,3.5,u,1,10.9,185,NA,NA
eglin h1,2017-08-16,2017,1434,Quercus laevis,3.8,u,1,11.9,189,NA,NA
eglin h1,2017-08-16,2017,1436,Quercus chapmanii,4.2,u,1,9.4,170,NA,NA
eglin h1,2017-08-16,2017,1900,Quercus laevis,11,i,1,9.7,170,NA,NA
eglin h1,2017-08-16,2017,1897,Quercus laevis,8.6,u,1,11.93,165,NA,NA
eglin h1,2017-08-16,2017,1899,Pinus palustris,10.2,i,1,9.4,151,8.5,NA
eglin h1,2017-08-16,2017,1890,Quercus laevis,3.1,u,1,11.4,163,NA,NA
eglin h1,2017-08-16,2017,1891,Quercus laevis,8,u,1,12.6,161,NA,NA
eglin h1,2017-08-16,2017,1895,Quercus laevis,5.5,u,1,10.6,146,NA,NA
eglin h1,2017-08-16,2017,1896,Quercus laevis,4,u,1,11.9,148,NA,NA
eglin h1,2017-08-16,2017,1893,Quercus laevis,6.9,u,1,12.6,141,NA,NA
eglin h1,2017-08-16,2017,1898,Quercus laevis,8,u,1,12.6,138,NA,NA
eglin h1,2017-08-16,2017,1892,Quercus laevis,7.7,u,1,11.7,149,NA,NA
eglin h1,2017-08-16,2017,1894,Quercus laevis,9.4,u,1,8.7,130,NA,NA
eglin h1,2017-08-16,2017,1801,Pinus palustris,3.9,u,1,10.6,129,NA,NA
eglin h1,2017-08-16,2017,1802,Quercus laevis,11,u,1,11.5,125,NA,NA
eglin h1,2017-08-16,2017,1803,Quercus laevis,12,u,1,10,124,NA,NA
eglin h1,2017-08-16,2017,1804,Pinus palustris,12.3,i,1,11.5,112,NA,NA
eglin h1,2017-08-16,2017,1805,Quercus incana,4,u,1,9.4,100,NA,NA
eglin h1,2017-08-16,2017,1819,Pinus palustris,21.4,d,1,9.22,98,NA,NA
eglin h1,2017-08-16,2017,1807,Quercus chapmanii,5.2,u,1,8.75,89,NA,NA
eglin h1,2017-08-16,2017,1815,Quercus laevis,12.6,i,1,9.2,82,NA,NA
eglin h1,2017-08-16,2017,1820,Quercus laevis,8.5,i,1,10.2,80,NA,NA
eglin h1,2017-08-16,2017,1812,Quercus laevis,3.2,u,2,11,72,NA,NA
eglin h1,2017-08-16,2017,1818,Quercus laevis,13.9,i,1,11.3,70,NA,NA
eglin h1,2017-08-16,2017,1816,Pinus palustris,7.5,u,1,5.3,73,NA,NA
eglin h1,2017-08-16,2017,1810,Pinus palustris,3,u,1,3.4,72,NA,NA
eglin h1,2017-08-16,2017,1809,Pinus palustris,3.4,u,1,3.4,81,NA,NA
eglin h1,2017-08-16,2017,1814,Pinus palustris,5,u,1,2,55,NA,NA
eglin h1,2017-08-16,2017,1824,Pinus palustris,8,i,1,5.5,156,NA,NA
eglin h1,2017-08-16,2017,1823,Quercus laevis,10.4,u,1,6,156,NA,NA
eglin d1,2017-08-17,2017,1832,Pinus palustris,27,d,1,3,77,12.9,NA
eglin d1,2017-08-17,2017,1833,Pinus palustris,25.5,d,1,3.2,172,NA,NA
eglin d1,2017-08-17,2017,1853,Pinus palustris,23.5,d,1,4.7,164,13.7,NA
eglin d1,2017-08-17,2017,1831,Quercus geminata,15.9,c,1,8.9,147,NA,NA
eglin d1,2017-08-17,2017,1854,Quercus laevis,16.3,c,1,4.9,176,NA,NA
eglin d1,2017-08-17,2017,1865,Quercus geminata,12,c,1,3.9,278,NA,NA
eglin d1,2017-08-17,2017,1863,Quercus geminata,6.8,i,1,5.2,261,5.2,NA
eglin d1,2017-08-17,2017,1861,Pinus palustris,26.5,d,1,10.9,244,12.6,NA
eglin d1,2017-08-17,2017,1844,Quercus geminata,5,u,0,6.8,141,NA,NA
eglin d1,2017-08-17,2017,1836,Pinus clausa,25.5,d,1,9.6,110,NA,NA
eglin d1,2017-08-17,2017,1834,Quercus laevis,10.5,i,2,9.2,107,6.8,NA
eglin d1,2017-08-17,2017,1827,Quercus laevis,16.2,c,1,11.3,102,NA,NA
eglin d1,2017-08-17,2017,1828,Quercus geminata,12.8,i,1,9.9,89,7.2,NA
eglin d1,2017-08-17,2017,1825,Quercus geminata,12.5,i,1,10.7,86,NA,NA
eglin d1,2017-08-17,2017,1829,Quercus geminata,12.3,i,1,11.3,85,NA,NA
eglin d1,2017-08-17,2017,1848,Quercus geminata,7.5,u,3,11.1,85,NA,NA
eglin d1,2017-08-17,2017,1851,Quercus laevis,15,i,2,4.6,61,NA,NA
eglin d1,2017-08-17,2017,1826,Quercus laevis,13.7,c,1,8.6,29,NA,NA
eglin d1,2017-08-17,2017,1850,Quercus laevis,12,c,1,10.9,25,NA,NA
eglin d1,2017-08-17,2017,1847,Quercus laevis,11.9,c,1,10.9,25,NA,NA
eglin d1,2017-08-17,2017,1843,Pinus palustris,3.1,u,1,8.2,32,NA,NA
eglin d1,2017-08-17,2017,1849,Pinus palustris,3.8,u,1,8.9,24,3.7,NA
eglin d1,2017-08-17,2017,1856,Quercus laevis,18.5,c,1,8.3,5,12.4,NA
eglin d1,2017-08-17,2017,1855,Quercus laevis,8.7,i,1,10.5,142,NA,NA
eglin d1,2017-08-17,2017,1867,Quercus geminata,5.3,u,1,7.8,285,NA,NA
eglin d1,2017-08-17,2017,1859,Quercus geminata,16.1,d,1,10.7,296,NA,NA
eglin d1,2017-08-17,2017,1840,Quercus geminata,25,d,1,10.8,296,NA,NA
eglin d1,2017-08-17,2017,1857,Quercus laevis,8.7,u,1,11.8,282,4,NA
eglin d1,2017-08-17,2017,1868,Quercus geminata,19.7,c,1,12.6,270,NA,NA
eglin d1,2017-08-17,2017,1866,Diospyros virginiana,8.9,i,1,11.1,230,NA,NA
eglin d1,2017-08-17,2017,1862,Quercus laevis,18,c,1,9.7,212,10.4,NA
eglin d1,2017-08-17,2017,1835,Quercus geminata,17.9,c,1,11.8,186,NA,NA
eglin d1,2017-08-17,2017,1845,Quercus laevis,15.6,c,2,10.2,176,NA,NA
eglin d1,2017-08-17,2017,1860,Quercus laevis,13.9,c,1,11.2,166,NA,NA
eglin p1,2017-08-18,2017,1880,Pinus palustris,13.2,c,1,3.5,172,NA,NA
eglin p1,2017-08-18,2017,1889,Pinus clausa,22.1,d,1,5.9,174,10.3,NA
eglin p1,2017-08-18,2017,1883,Pinus palustris,12,c,1,8,180,NA,NA
eglin p1,2017-08-18,2017,1807,Pinus palustris,6.9,u,1,11.3,182,NA,NA
eglin p1,2017-08-18,2017,1881,Quercus laevis,5.3,u,1,5.85,188,4.3,NA
eglin p1,2017-08-18,2017,1888,Pinus palustris,5,u,1,6.3,198,NA,NA
eglin p1,2017-08-18,2017,1905,Pinus palustris,11.7,i,1,12.4,215,NA,NA
eglin p1,2017-08-18,2017,1885,Pinus palustris,9.7,i,1,10.35,210,NA,NA
eglin p1,2017-08-18,2017,1884,Pinus palustris,5.3,u,1,10.4,222,NA,NA
eglin p1,2017-08-18,2017,1882,Pinus palustris,7,u,1,2.45,239,5.5,NA
eglin p1,2017-08-18,2017,1887,Pinus palustris,13,i,1,4.7,248,NA,NA
eglin p1,2017-08-18,2017,1886,Pinus palustris,10.4,i,1,9.25,238,NA,NA
eglin p1,2017-08-18,2017,1902,Pinus palustris,7,u,1,12.6,239,NA,NA
eglin p1,2017-08-18,2017,1901,Pinus palustris,3.9,u,1,7.2,253,NA,NA
eglin p1,2017-08-18,2017,1911,Pinus clausa,10.3,c,1,10.7,260,NA,NA
eglin p1,2017-08-18,2017,1910,Pinus palustris,12.4,c,1,12.6,260,NA,NA
eglin p1,2017-08-18,2017,1913,Quercus laevis,8.2,u,1,12.5,284,NA,NA
eglin p1,2017-08-18,2017,1919,Quercus laevis,6.1,u,1,12.3,285,4.7,NA
eglin p1,2017-08-18,2017,1904,Pinus palustris,13.4,d,1,7.7,298,10.2,NA
eglin p1,2017-08-18,2017,1846,Pinus palustris,6.3,u,1,9,304,NA,NA
eglin p1,2017-08-18,2017,1920,Quercus laevis,3,u,1,12,284,NA,NA
eglin p1,2017-08-18,2017,1918,Pinus palustris,9.2,i,1,10.2,309,8.3,NA
eglin p1,2017-08-18,2017,1917,Quercus laevis,3.4,u,1,10.6,320,NA,NA
eglin p1,2017-08-18,2017,1915,Quercus laevis,3.2,u,1,9.3,317,NA,NA
eglin p1,2017-08-18,2017,1837,Quercus laevis,4.1,u,1,9.35,323,NA,NA
eglin p1,2017-08-18,2017,1871,Quercus laevis,7.7,i,1,7.75,321,NA,NA
eglin p1,2017-08-18,2017,1852,Pinus palustris,8.8,i,1,8.1,333,NA,NA
eglin p1,2017-08-18,2017,1864,Quercus laevis,5.6,u,1,3.8,327,NA,NA
eglin p1,2017-08-18,2017,1869,Pinus palustris,11.1,c,1,8.85,1,7.7,NA
eglin p1,2017-08-18,2017,1872,Quercus laevis,3.3,u,1,9.8,40,NA,NA
eglin p1,2017-08-18,2017,1914,Pinus palustris,11.2,c,1,12.5,30,8,NA
eglin p1,2017-08-18,2017,1858,Quercus laevis,5.1,u,1,10.4,48,NA,NA
eglin p1,2017-08-18,2017,1907,Quercus laevis,5.4,u,1,12.4,43,NA,NA
eglin p1,2017-08-18,2017,1841,Pinus palustris,11.4,c,1,7.95,28,NA,NA
eglin p1,2017-08-18,2017,1876,Pinus palustris,11.4,c,1,5.75,21,7.9,NA
eglin p1,2017-08-18,2017,1877,Quercus laevis,6.5,i,1,4.1,24,5.3,NA
eglin p1,2017-08-18,2017,1873,Quercus laevis,3.8,u,1,10.5,55,NA,NA
eglin p1,2017-08-18,2017,1813,Quercus laevis,3.1,u,1,11.5,58,NA,NA
eglin p1,2017-08-18,2017,1839,Pinus palustris,12.1,c,1,3.55,67,NA,NA
eglin p1,2017-08-18,2017,1811,Crataegus spp.,4.2,u,1,9.4,61,NA,NA
eglin p1,2017-08-18,2017,1925,Crataegus spp.,3.9,u,1,9.4,64,NA,NA
eglin p1,2017-08-18,2017,1926,Crataegus spp.,4.4,u,1,9.4,67,NA,NA
eglin p1,2017-08-18,2017,1922,Crataegus spp.,4.4,u,1,9.4,70,NA,NA
eglin p1,2017-08-18,2017,1817,Crataegus spp.,3.9,u,1,9.4,73,NA,NA
eglin p1,2017-08-18,2017,1821,Crataegus spp.,3.1,u,1,9.4,76,NA,NA
eglin p1,2017-08-18,2017,1878,Pinus palustris,7.2,i,1,1.65,90,NA,NA
eglin p1,2017-08-18,2017,1875,Quercus laevis,5.1,u,1,5.4,69,NA,NA
eglin p1,2017-08-18,2017,1874,Pinus palustris,5.2,u,1,5.2,127,NA,NA
eglin p1,2017-08-18,2017,1870,Pinus palustris,9,i,1,10.2,110,NA,NA
eglin p1,2017-08-18,2017,1822,Diospyros virginiana,4.1,u,1,11.9,126,NA,NA
eglin p1,2017-08-18,2017,1879,Pinus palustris,9.4,i,1,9.3,133,NA,NA
eglin p1,2017-08-18,2017,1909,Quercus laevis,3.9,u,1,12.6,145,NA,NA
eglin p1,2017-08-18,2017,1808,Pinus palustris,13,c,1,11.2,164,NA,NA
eglin p1,2017-08-18,2017,120,Pinus palustris,8.7,u,0,NA,341,NA,NA
eglin b1,2017-08-19,2017,1952,Pinus palustris,3.7,u,1,5.3,132,NA,NA
eglin b1,2017-08-19,2017,1953,Crataegus spp.,3.4,u,1,5.9,121,NA,NA
eglin b1,2017-08-19,2017,1959,Crataegus spp.,6.1,u,1,5.9,121,NA,NA
eglin b1,2017-08-19,2017,1950,Quercus laevis,5,u,1,8.3,120,NA,NA
eglin b1,2017-08-19,2017,1963,Crataegus spp.,3.8,u,1,10.8,122,NA,NA
eglin b1,2017-08-19,2017,1951,Crataegus spp.,3.2,u,1,10.8,122,NA,NA
eglin b1,2017-08-19,2017,1955,Crataegus spp.,5.5,u,1,10.8,122,NA,NA
eglin b1,2017-08-19,2017,1965,Crataegus spp.,5.6,u,1,10.8,122,NA,NA
eglin b1,2017-08-19,2017,1958,Pinus palustris,4.8,i,1,11.3,169,NA,NA
eglin b1,2017-08-19,2017,1949,Pinus palustris,5.6,i,1,6.2,186,NA,NA
eglin b1,2017-08-19,2017,1962,Quercus laevis,4.6,i,0,6.7,227,NA,NA
eglin b1,2017-08-19,2017,1976,Quercus laevis,5.8,i,0,7.9,228,NA,NA
eglin b1,2017-08-19,2017,1964,Crataegus spp.,4.1,u,1,11.2,207,NA,NA
eglin b1,2017-08-19,2017,1954,Crataegus spp.,4.1,i,1,11.2,207,NA,NA
eglin b1,2017-08-19,2017,1976,Quercus laevis,5.8,i,0,7.9,228,NA,NA
eglin b1,2017-08-19,2017,1956,Quercus laevis,4.5,u,1,12,203,4.5,NA
eglin b1,2017-08-19,2017,1968,Pinus palustris,5.7,c,1,10.5,280,NA,NA
eglin b1,2017-08-19,2017,1961,Pinus palustris,11.5,c,1,10.45,280,NA,NA
eglin b1,2017-08-19,2017,1977,Pinus palustris,4.3,u,1,8.8,293,NA,NA
eglin b1,2017-08-19,2017,1929,Pinus palustris,9.5,c,1,8.8,293,NA,NA
eglin b1,2017-08-19,2017,1966,Quercus laevis,5.5,u,1,8.6,297,NA,NA
eglin b1,2017-08-19,2017,1967,Crataegus spp.,6.5,u,1,6.3,295,4.7,NA
eglin b1,2017-08-19,2017,1973,Pinus palustris,5.5,u,0,7.25,307,NA,NA
eglin b1,2017-08-19,2017,1974,Quercus laevis,3.8,u,1,5.7,333,NA,NA
eglin b1,2017-08-19,2017,1930,Pinus palustris,8.8,i,1,3.35,250,NA,NA
eglin b1,2017-08-19,2017,1975,Quercus laevis,4.1,u,1,3.8,335,NA,NA
eglin b1,2017-08-19,2017,1970,Quercus laevis,4.3,u,1,3.8,333,NA,NA
eglin b1,2017-08-19,2017,1971,Pinus palustris,5.7,i,1,9.35,329,5.4,NA
eglin b1,2017-08-19,2017,1969,Crataegus spp.,3.1,u,1,8.3,4,3,NA
eglin b1,2017-08-19,2017,1972,Crataegus spp.,3,u,1,8.5,4,NA,NA
eglin b1,2017-08-19,2017,1916,Pinus palustris,16.3,c,1,6.1,108,NA,NA
eglin b1,2017-08-19,2017,1842,Crataegus spp.,3.4,u,1,12.1,355,NA,NA
eglin b1,2017-08-19,2017,1906,Quercus laevis,3.7,u,0,11.3,14,NA,NA
eglin b1,2017-08-19,2017,1830,Quercus laevis,3.3,u,1,10.4,32,NA,NA
eglin b1,2017-08-19,2017,1921,Pinus palustris,10.5,c,1,5.1,90,NA,NA
eglin b1,2017-08-19,2017,1939,Quercus laevis,5.2,u,2,8.7,29,NA,NA
eglin b1,2017-08-19,2017,1944,Crataegus spp.,3.8,u,1,9.5,25,NA,NA
eglin b1,2017-08-19,2017,1947,Quercus laevis,4.9,u,2,10.3,28,NA,NA
eglin b1,2017-08-19,2017,1928,Pinus palustris,16.2,c,1,10.3,89,NA,NA
eglin b1,2017-08-19,2017,1992,Pinus palustris,16.3,c,1,11.7,105,NA,NA
eglin b1,2017-08-19,2017,1996,Pinus palustris,14.5,c,1,10,117,NA,NA
eglin b1,2017-08-19,2017,1990,Quercus stellata,6.4,u,1,12,119,NA,NA
eglin b1,2017-08-19,2017,1983,Quercus stellata,5,u,1,12.2,118,NA,NA
eglin b1,2017-08-19,2017,1987,Pinus palustris,11,c,1,8.5,161,NA,NA
eglin b1,2017-08-19,2017,1989,Pinus palustris,10.5,c,1,8.7,130,NA,NA
eglin b1,2017-08-19,2017,1957,Crataegus spp.,4.2,u,1,5.87,135,NA,NA
eglin b1,2017-08-19,2017,1982,Quercus laevis,8,i,1,2.3,190,6.2,NA
eglin b1,2017-08-19,2017,1980,Pinus palustris,13,c,1,2.8,175,9,NA
eglin b1,2017-08-19,2017,1985,Pinus palustris,11,c,1,10,187,NA,NA
eglin b1,2017-08-19,2017,1986,Quercus incana,4,u,1,11.9,172,3.5,NA
eglin b1,2017-08-19,2017,1984,Pinus palustris,12.5,c,1,11.4,201,NA,NA
eglin b1,2017-08-19,2017,1988,Crataegus spp.,4,u,1,12.3,213,NA,NA
eglin b1,2017-08-19,2017,1999,Pinus palustris,13.5,c,1,7.7,202,NA,NA
eglin b1,2017-08-19,2017,1981,Quercus laevis,7.3,i,1,7.15,211,NA,NA
eglin b1,2017-08-19,2017,1948,Quercus laevis,6.7,i,1,6,226,NA,NA
eglin b1,2017-08-19,2017,1979,Pinus palustris,12.3,c,1,9.2,226,NA,NA
eglin b1,2017-08-19,2017,1978,Pinus palustris,13.9,c,1,11.92,230,NA,NA
eglin b1,2017-08-19,2017,1960,Pinus palustris,13.9,c,1,8.88,243,9.8,NA
eglin b1,2017-08-19,2017,1991,Pinus palustris,9,c,1,11.1,258,NA,NA
eglin b1,2017-08-19,2017,1994,Pinus palustris,9.6,c,1,12.3,271,NA,NA
eglin b1,2017-08-19,2017,1993,Pinus palustris,7.2,i,1,12.45,290,NA,NA
eglin b1,2017-08-19,2017,1927,Pinus palustris,12.2,c,1,11.3,301,NA,NA
eglin b1,2017-08-19,2017,1945,Pinus palustris,10.3,c,1,4.4,292,8.2,NA
eglin b1,2017-08-19,2017,1936,Pinus palustris,12.1,c,1,10.15,312,NA,NA
eglin b1,2017-08-19,2017,1998,Pinus palustris,11.3,c,1,12.6,318,NA,NA
eglin b1,2017-08-19,2017,1995,Pinus palustris,9.5,c,1,12.4,333,NA,NA
eglin b1,2017-08-19,2017,1931,Pinus palustris,13.4,c,1,3.7,326,NA,NA
eglin b1,2017-08-19,2017,1938,Quercus laevis,4.9,u,1,5.9,358,NA,NA
eglin b1,2017-08-19,2017,1943,Quercus laevis,4.6,u,1,5.9,358,NA,NA
eglin b1,2017-08-19,2017,1941,Pinus palustris,8,i,0,7.4,355,NA,NA
eglin b1,2017-08-19,2017,1938,Pinus palustris,4.8,c,1,12.55,342,NA,NA
eglin b1,2017-08-19,2017,1908,Pinus palustris,9.4,i,1,11.15,6,7.9,NA
eglin b1,2017-08-19,2017,1940,Pinus palustris,8.9,c,1,8.75,36,NA,NA
eglin b1,2017-08-19,2017,1924,Pinus clausa,24,d,1,5.8,32,14.7,NA
eglin b1,2017-08-19,2017,1912,Pinus palustris,11.1,c,0,4.6,57,NA,NA
eglin b1,2017-08-19,2017,1903,Pinus palustris,15,c,1,11.2,41,NA,NA
eglin b1,2017-08-19,2017,1934,Pinus palustris,13,c,1,9.85,56,NA,NA
eglin b1,2017-08-19,2017,1946,Crataegus spp.,3.9,u,1,6.6,80,NA,NA
eglin b1,2017-08-19,2017,1942,Pinus palustris,9.7,c,1,7.4,74,NA,NA
eglin b1,2017-08-19,2017,1937,Pinus palustris,11,c,1,9.8,72,NA,NA
eglin a1,2018-06-11,2018,1600,Quercus geminata,29.4,c,1,2.5,110,13,2.2
eglin a1,2018-06-11,2018,1582,Pinus palustris,28.6,d,1,2.2,61,16.4,2.9
eglin a1,2018-06-11,2018,NA,Quercus laevis,3.1,u,1,5.9,123,NA,NA
eglin a1,2018-06-11,2018,NA,Quercus incana,3.6,u,1,8.1,98,2,0.17
eglin a1,2018-06-11,2018,NA,Quercus laevis,4.5,u,1,8.9,100,3.7,0.24
eglin a1,2018-06-11,2018,NA,Quercus laevis,3.9,u,1,11.6,90,3.7,0.34
eglin a1,2018-06-11,2018,NA,Pinus palustris,31.5,d,1,7.3,61,18.6,4.3
eglin a1,2018-06-11,2018,1599,Pinus palustris,4.6,i,1,11.5,20,4.5,0.39
eglin a1,2018-06-11,2018,1598,Quercus laevis,6.4,i,1,10.6,14,4,2.08
eglin a1,2018-06-11,2018,1597,Quercus laevis,4.4,u,1,10.1,345,3.2,0.47
eglin a1,2018-06-11,2018,1585,Quercus laevis,7,i,1,12.1,324,4.4,0.2
eglin a1,2018-06-11,2018,1596,Quercus laevis,3.8,u,1,5.2,302,3.3,0.1
eglin a1,2018-06-11,2018,1586,Quercus laevis,3,u,1,8.1,227,3.2,NA
eglin a1,2018-06-11,2018,1587,Pinus palustris,3.9,u,1,12.2,225,NA,NA
eglin a1,2018-06-11,2018,1584,Pinus palustris,31.1,c,1,11.7,210,12.5,0.91
eglin a1,2018-06-11,2018,1588,Quercus laevis,4.2,u,1,7.4,191,3,0.1
eglin a1,2018-06-11,2018,1589,Quercus laevis,3.2,u,1,6.9,194,3.1,0.16
eglin a1,2018-06-11,2018,1595,Quercus laevis,3,u,1,6.6,177,2.9,NA
eglin a1,2018-06-11,2018,1594,Pinus palustris,4.5,i,1,9.6,179,4.8,0.34
eglin a1,2018-06-11,2018,1593,Quercus geminata,26.4,c,1,12.6,187,10,2.3
eglin a1,2018-06-11,2018,1592,Quercus laevis,3.1,u,3,3.7,143,2.9,0.15
eglin a1,2018-06-11,2018,1591,Quercus laevis,3.2,u,1,8.9,145,2.9,0.12
eglin a1,2018-06-11,2018,1590,Quercus laevis,4.9,u,2,4.8,120,3.3,0.17
eglin a1,2018-06-11,2018,NA,Quercus laevis,3.3,u,1,7.6,125,2.8,0.17
eglin a1,2018-06-11,2018,NA,Quercus laevis,3.4,u,1,7.3,124,3,0.14
eglin a1,2018-06-11,2018,1583,Pinus palustris,7.9,i,1,9.5,187,6.4,0.5
eglin a1,2018-06-11,2018,NA,Quercus hemisphaerica,8.5,c,1,9.3,160,NA,NA
eglin a1,2018-06-11,2018,NA,Quercus hemisphaerica,10.3,u,1,9.5,160,NA,NA
eglin g1,2018-06-11,2018,NA,Quercus hemisphaerica,5.4,u,1,9.3,160,NA,NA
eglin g1,2018-06-11,2018,NA,Quercus hemisphaerica,5.3,u,1,7.8,164,NA,NA
eglin g1,2018-06-11,2018,NA,Quercus alba,5.5,u,1,11.4,174,NA,NA
eglin g1,2018-06-11,2018,NA,Pinus palustris,3.4,u,1,6,176,NA,NA
eglin g1,2018-06-11,2018,1747,Pinus palustris,11.6,c,1,6.5,177,NA,NA
eglin g1,2018-06-11,2018,NA,Quercus laevis,6.9,u,2,7.7,180,NA,NA
eglin g1,2018-06-11,2018,NA,Quercus laevis,11.3,c,1,9.3,182,NA,NA
eglin g1,2018-06-11,2018,NA,Pinus palustris,10.2,c,1,11.5,190,NA,NA
eglin g1,2018-06-11,2018,NA,Quercus laevis,4.1,u,2,8.7,190,NA,NA
eglin g1,2018-06-11,2018,NA,Pinus palustris,8.7,c,1,11.2,195,NA,NA
eglin g1,2018-06-11,2018,NA,Pinus palustris,5.8,u,1,5.5,195,NA,NA
eglin g1,2018-06-11,2018,NA,Quercus alba,9.8,c,1,6.5,202,NA,NA
eglin g1,2018-06-11,2018,NA,Quercus alba,10.9,c,1,9.5,199,NA,NA
eglin g1,2018-06-11,2018,NA,Quercus alba,6.1,u,1,10.4,206,NA,NA
eglin g1,2018-06-11,2018,1756,Quercus alba,9.5,c,1,2,204,6.5,NA
eglin g1,2018-06-11,2018,NA,Quercus alba,10.5,u,1,3.2,206,NA,NA
eglin g1,2018-06-11,2018,NA,Quercus alba,7.9,u,1,3.5,211,NA,NA
eglin g1,2018-06-11,2018,NA,Quercus laevis,11.1,u,1,11,212,NA,NA
eglin g1,2018-06-11,2018,NA,Quercus alba,7.4,u,1,10.6,223,NA,NA
