plot_id,date,visit_year,species_name,canopy,health,total_dbh,avg_height,avg_char
benning g1,2018-07-28,2018,Pinus elliottii,cd,alive,24.3,NaN,NaN
benning g1,2018-07-28,2018,Pinus elliottii,d,alive,144.2,20.15,0.57
benning g1,2018-07-28,2018,Pinus elliottii,i,alive,79.5,11.966666666666667,1.2133333333333334
benning g1,2018-07-28,2018,Pinus elliottii,u,alive,18.3,19.7,0.6
benning g1,2018-07-28,2018,Pinus taeda,i,alive,12.1,17,0.56
benning g1,2018-07-28,2018,Pinus taeda,u,alive,12.8,23,0.8
benning g1,2018-07-28,2018,Quercus spp.,u,dead,11.3,NaN,NaN
benning g1,2018-07-28,2018,Quercus incana,u,alive,22.9,NaN,NaN
benning g1,2018-07-28,2018,Quercus nigra,i,alive,37.9,14.1,0.85
benning g1,2018-07-28,2018,Quercus nigra,u,alive,29.1,14.350000000000001,0.73
benning h1,2018-07-28,2018,Pinus elliottii,d,alive,36.8,NaN,NaN
benning h1,2018-07-28,2018,Pinus elliottii,i,alive,37.1,11.4,1.35
benning h1,2018-07-28,2018,Pinus elliottii,u,alive,16.8,11.5,1
benning h1,2018-07-28,2018,Pinus palustris,c,alive,63,20.3,2.7
benning h1,2018-07-28,2018,Pinus palustris,d,alive,32.6,22.1,2.7
benning h1,2018-07-28,2018,Pinus palustris,i,alive,77.3,12.2,2.9
benning h1,2018-07-28,2018,Pinus palustris,u,alive,22.5,NaN,NaN
benning h1,2018-07-28,2018,Pinus taeda,d,alive,105.8,18.85,2.75
benning h1,2018-07-28,2018,Pinus taeda,i,alive,59.2,18.4,1.8
benning i1,2018-07-27,2018,Carya spp.,i,alive,8.8,11.6,NaN
benning i1,2018-07-27,2018,Carya spp.,u,alive,37.2,7.9,NaN
benning i1,2018-07-27,2018,Liquidambar styraciflua,i,alive,32.8,17.8,NaN
benning i1,2018-07-27,2018,Liquidambar styraciflua,u,alive,5.1,NaN,NaN
benning i1,2018-07-27,2018,Quercus nigra,d,alive,282,29.866666666666667,0.37
benning i1,2018-07-27,2018,Quercus nigra,i,alive,303.2,18.9,0.52
benning i1,2018-07-27,2018,Quercus nigra,u,alive,53.800000000000004,NaN,NaN
benning j1,2018-07-27,2018,Pinus elliottii,c,alive,177.6,2.14,NaN
benning j1,2018-07-27,2018,Pinus elliottii,d,alive,67.8,3.3,NaN
benning j1,2018-07-27,2018,Pinus elliottii,i,alive,22.5,1.4,NaN
benning j1,2018-07-27,2018,Pinus elliottii,u,alive,5.7,0.6,NaN
benning j1,2018-07-27,2018,Pinus taeda,c,alive,31.4,2.8,NaN
