"Plot Title: 20381837"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20381837, SEN S/N: 20381837)","RH, % (LGR S/N: 20381837, SEN S/N: 20381837)","Coupler Detached (LGR S/N: 20381837)","Coupler Attached (LGR S/N: 20381837)","Host Connected (LGR S/N: 20381837)","Stopped (LGR S/N: 20381837)","End Of File (LGR S/N: 20381837)"
96,05/23/19 05:55:00 PM,30.318,75.461,,,,,
97,05/23/19 06:00:00 PM,30.117,75.748,,,,,
98,05/23/19 06:05:00 PM,29.941,75.476,,,,,
99,05/23/19 06:10:00 PM,29.790,76.069,,,,,
100,05/23/19 06:15:00 PM,29.615,76.360,,,,,
101,05/23/19 06:20:00 PM,29.439,76.532,,,,,
102,05/23/19 06:25:00 PM,29.265,77.234,,,,,
103,05/23/19 06:30:00 PM,29.065,77.400,,,,,
104,05/23/19 06:35:00 PM,28.891,77.805,,,,,
105,05/23/19 06:40:00 PM,28.742,78.244,,,,,
106,05/23/19 06:45:00 PM,28.568,78.530,,,,,
107,05/23/19 06:50:00 PM,28.444,79.059,,,,,
108,05/23/19 06:55:00 PM,28.295,79.232,,,,,
109,05/23/19 07:00:00 PM,28.147,79.725,,,,,
110,05/23/19 07:05:00 PM,27.998,80.071,,,,,
111,05/23/19 07:10:00 PM,27.875,80.624,,,,,
112,05/23/19 07:15:00 PM,27.751,80.830,,,,,
113,05/23/19 07:20:00 PM,27.604,81.000,,,,,
114,05/23/19 07:25:00 PM,27.456,80.883,,,,,
115,05/23/19 07:30:00 PM,27.308,81.600,,,,,
116,05/23/19 07:35:00 PM,27.136,81.879,,,,,
117,05/23/19 07:40:00 PM,27.014,82.082,,,,,
118,05/23/19 07:45:00 PM,26.867,82.366,,,,,
119,05/23/19 07:50:00 PM,26.720,82.791,,,,,
120,05/23/19 07:55:00 PM,26.573,83.130,,,,,
121,05/23/19 08:00:00 PM,26.426,83.098,,,,,
122,05/23/19 08:05:00 PM,26.280,83.635,,,,,
123,05/23/19 08:10:00 PM,26.134,83.802,,,,,
124,05/23/19 08:15:00 PM,25.987,84.138,,,,,
125,05/23/19 08:20:00 PM,25.841,84.332,,,,,
126,05/23/19 08:25:00 PM,25.720,84.673,,,,,
127,05/23/19 08:30:00 PM,25.598,84.871,,,,,
128,05/23/19 08:35:00 PM,25.477,85.098,,,,,
129,05/23/19 08:40:00 PM,25.380,85.498,,,,,
130,05/23/19 08:45:00 PM,25.258,85.779,,,,,
131,05/23/19 08:50:00 PM,25.162,85.926,,,,,
132,05/23/19 08:55:00 PM,25.089,86.189,,,,,
133,05/23/19 09:00:00 PM,24.992,86.503,,,,,
134,05/23/19 09:05:00 PM,24.895,86.760,,,,,
135,05/23/19 09:10:00 PM,24.798,86.961,,,,,
136,05/23/19 09:15:00 PM,24.677,87.045,,,,,
137,05/23/19 09:20:00 PM,24.605,87.362,,,,,
138,05/23/19 09:25:00 PM,24.484,87.584,,,,,
139,05/23/19 09:30:00 PM,24.388,87.784,,,,,
140,05/23/19 09:35:00 PM,24.315,88.017,,,,,
141,05/23/19 09:40:00 PM,24.195,88.099,,,,,
142,05/23/19 09:45:00 PM,24.098,88.298,,,,,
143,05/23/19 09:50:00 PM,24.002,88.496,,,,,
144,05/23/19 09:55:00 PM,23.930,88.700,,,,,
145,05/23/19 10:00:00 PM,23.833,88.898,,,,,
146,05/23/19 10:05:00 PM,23.761,89.074,,,,,
147,05/23/19 10:10:00 PM,23.689,89.304,,,,,
148,05/23/19 10:15:00 PM,23.617,89.397,,,,,
149,05/23/19 10:20:00 PM,23.545,89.545,,,,,
150,05/23/19 10:25:00 PM,23.472,89.747,,,,,
151,05/23/19 10:30:00 PM,23.424,89.845,,,,,
152,05/23/19 10:35:00 PM,23.376,89.998,,,,,
153,05/23/19 10:40:00 PM,23.328,90.178,,,,,
154,05/23/19 10:45:00 PM,23.280,90.303,,,,,
155,05/23/19 10:50:00 PM,23.208,90.422,,,,,
156,05/23/19 10:55:00 PM,23.160,90.493,,,,,
157,05/23/19 11:00:00 PM,23.112,90.645,,,,,
158,05/23/19 11:05:00 PM,23.064,90.769,,,,,
159,05/23/19 11:10:00 PM,23.016,90.894,,,,,
160,05/23/19 11:15:00 PM,22.968,90.991,,,,,
161,05/23/19 11:20:00 PM,22.920,91.088,,,,,
162,05/23/19 11:25:00 PM,22.848,91.180,,,,,
163,05/23/19 11:30:00 PM,22.800,91.277,,,,,
164,05/23/19 11:35:00 PM,22.753,91.374,,,,,
165,05/23/19 11:40:00 PM,22.705,91.470,,,,,
166,05/23/19 11:45:00 PM,22.657,91.594,,,,,
167,05/23/19 11:50:00 PM,22.585,91.685,,,,,
168,05/23/19 11:55:00 PM,22.537,91.755,,,,,
169,05/24/19 12:00:00 AM,22.489,91.905,,,,,
170,05/24/19 12:05:00 AM,22.441,91.975,,,,,
171,05/24/19 12:10:00 AM,22.369,92.092,,,,,
172,05/24/19 12:15:00 AM,22.345,92.194,,,,,
173,05/24/19 12:20:00 AM,22.274,92.284,,,,,
174,05/24/19 12:25:00 AM,22.226,92.327,,,,,
175,05/24/19 12:30:00 AM,22.178,92.450,,,,,
176,05/24/19 12:35:00 AM,22.130,92.519,,,,,
177,05/24/19 12:40:00 AM,22.082,92.614,,,,,
178,05/24/19 12:45:00 AM,22.011,92.731,,,,,
179,05/24/19 12:50:00 AM,21.963,92.800,,,,,
180,05/24/19 12:55:00 AM,21.891,92.890,,,,,
181,05/24/19 01:00:00 AM,21.843,92.931,,,,,
182,05/24/19 01:05:00 AM,21.795,93.027,,,,,
183,05/24/19 01:10:00 AM,21.748,93.122,,,,,
184,05/24/19 01:15:00 AM,21.700,93.218,,,,,
185,05/24/19 01:20:00 AM,21.628,93.253,,,,,
186,05/24/19 01:25:00 AM,21.581,93.348,,,,,
187,05/24/19 01:30:00 AM,21.533,93.444,,,,,
188,05/24/19 01:35:00 AM,21.485,93.485,,,,,
189,05/24/19 01:40:00 AM,21.437,93.580,,,,,
190,05/24/19 01:45:00 AM,21.390,93.675,,,,,
191,05/24/19 01:50:00 AM,21.342,93.743,,,,,
192,05/24/19 01:55:00 AM,21.318,93.737,,,,,
193,05/24/19 02:00:00 AM,21.270,93.832,,,,,
194,05/24/19 02:05:00 AM,21.223,93.846,,,,,
195,05/24/19 02:10:00 AM,21.175,93.941,,,,,
196,05/24/19 02:15:00 AM,21.127,94.036,,,,,
197,05/24/19 02:20:00 AM,21.103,94.083,,,,,
198,05/24/19 02:25:00 AM,21.079,94.210,,,,,
199,05/24/19 02:30:00 AM,21.032,94.225,,,,,
200,05/24/19 02:35:00 AM,21.008,94.298,,,,,
201,05/24/19 02:40:00 AM,20.984,94.266,,,,,
202,05/24/19 02:45:00 AM,20.936,94.307,,,,,
203,05/24/19 02:50:00 AM,20.865,94.289,,,,,
204,05/24/19 02:55:00 AM,20.841,94.336,,,,,
205,05/24/19 03:00:00 AM,20.793,94.324,,,,,
206,05/24/19 03:05:00 AM,20.722,94.412,,,,,
207,05/24/19 03:10:00 AM,20.674,94.426,,,,,
208,05/24/19 03:15:00 AM,20.627,94.493,,,,,
209,05/24/19 03:20:00 AM,20.579,94.455,,,,,
210,05/24/19 03:25:00 AM,20.531,94.522,,,,,
211,05/24/19 03:30:00 AM,20.484,94.510,,,,,
212,05/24/19 03:35:00 AM,20.436,94.604,,,,,
213,05/24/19 03:40:00 AM,20.388,94.592,,,,,
214,05/24/19 03:45:00 AM,20.341,94.633,,,,,
215,05/24/19 03:50:00 AM,20.293,94.673,,,,,
216,05/24/19 03:55:00 AM,20.246,94.661,,,,,
217,05/24/19 04:00:00 AM,20.198,94.702,,,,,
218,05/24/19 04:05:00 AM,20.150,94.637,,,,,
219,05/24/19 04:10:00 AM,20.103,94.783,,,,,
220,05/24/19 04:15:00 AM,20.079,94.777,,,,,
221,05/24/19 04:20:00 AM,20.031,94.818,,,,,
222,05/24/19 04:25:00 AM,19.960,94.799,,,,,
223,05/24/19 04:30:00 AM,19.912,94.840,,,,,
224,05/24/19 04:35:00 AM,19.865,94.960,,,,,
225,05/24/19 04:40:00 AM,19.817,94.974,,,,,
226,05/24/19 04:45:00 AM,19.770,94.962,,,,,
227,05/24/19 04:50:00 AM,19.722,95.055,,,,,
228,05/24/19 04:55:00 AM,19.674,95.043,,,,,
229,05/24/19 05:00:00 AM,19.651,95.142,,,,,
230,05/24/19 05:05:00 AM,19.603,95.024,,,,,
231,05/24/19 05:10:00 AM,19.555,95.091,,,,,
232,05/24/19 05:15:00 AM,19.508,95.158,,,,,
233,05/24/19 05:20:00 AM,19.460,95.225,,,,,
234,05/24/19 05:25:00 AM,19.413,95.212,,,,,
235,05/24/19 05:30:00 AM,19.365,95.384,,,,,
236,05/24/19 05:35:00 AM,19.318,95.372,,,,,
237,05/24/19 05:40:00 AM,19.270,95.333,,,,,
238,05/24/19 05:45:00 AM,19.246,95.432,,,,,
239,05/24/19 05:50:00 AM,19.175,95.440,,,,,
240,05/24/19 05:55:00 AM,19.127,95.428,,,,,
241,05/24/19 06:00:00 AM,19.103,95.527,,,,,
242,05/24/19 06:05:00 AM,19.056,95.567,,,,,
243,05/24/19 06:10:00 AM,19.032,95.560,,,,,
244,05/24/19 06:15:00 AM,18.985,95.601,,,,,
245,05/24/19 06:20:00 AM,18.937,95.536,,,,,
246,05/24/19 06:25:00 AM,18.889,95.576,,,,,
247,05/24/19 06:30:00 AM,18.842,95.616,,,,,
248,05/24/19 06:35:00 AM,18.771,95.597,,,,,
249,05/24/19 06:40:00 AM,18.723,95.637,,,,,
250,05/24/19 06:45:00 AM,18.675,95.677,,,,,
251,05/24/19 06:50:00 AM,18.628,95.743,,,,,
252,05/24/19 06:55:00 AM,18.580,95.810,,,,,
253,05/24/19 07:00:00 AM,18.557,95.960,,,,,
254,05/24/19 07:05:00 AM,18.533,96.006,,,,,
255,05/24/19 07:10:00 AM,18.509,96.157,,,,,
256,05/24/19 07:15:00 AM,18.509,96.313,,,,,
257,05/24/19 07:20:00 AM,18.557,96.535,,,,,
258,05/24/19 07:25:00 AM,18.557,96.639,,,,,
259,05/24/19 07:30:00 AM,18.604,96.756,,,,,
260,05/24/19 07:35:00 AM,18.652,96.846,,,,,
261,05/24/19 07:40:00 AM,18.699,96.989,,,,,
262,05/24/19 07:45:00 AM,18.747,97.054,,,,,
263,05/24/19 07:50:00 AM,18.818,97.177,,,,,
264,05/24/19 07:55:00 AM,18.889,97.326,,,,,
265,05/24/19 08:00:00 AM,18.961,97.397,,,,,
266,05/24/19 08:05:00 AM,19.056,97.474,,,,,
267,05/24/19 08:10:00 AM,19.151,97.473,,,,,
268,05/24/19 08:15:00 AM,19.222,97.388,,,,,
269,05/24/19 08:20:00 AM,19.341,97.263,,,,,
270,05/24/19 08:25:00 AM,19.460,97.165,,,,,
271,05/24/19 08:30:00 AM,19.603,97.020,,,,,
272,05/24/19 08:35:00 AM,19.793,96.965,,,,,
273,05/24/19 08:40:00 AM,19.984,96.911,,,,,
274,05/24/19 08:45:00 AM,20.174,96.856,,,,,
275,05/24/19 08:50:00 AM,20.388,96.807,,,,,
276,05/24/19 08:55:00 AM,20.627,96.791,,,,,
277,05/24/19 09:00:00 AM,20.865,96.775,,,,,
278,05/24/19 09:05:00 AM,21.103,96.785,,,,,
279,05/24/19 09:10:00 AM,21.342,96.742,,,,,
280,05/24/19 09:15:00 AM,21.557,96.693,,,,,
281,05/24/19 09:20:00 AM,21.795,96.650,,,,,
282,05/24/19 09:25:00 AM,21.987,96.594,,,,,
283,05/24/19 09:30:00 AM,22.178,96.511,,,,,
284,05/24/19 09:35:00 AM,22.369,96.482,,,,,
285,05/24/19 09:40:00 AM,22.537,96.366,,,,,
286,05/24/19 09:45:00 AM,22.705,96.277,,,,,
287,05/24/19 09:50:00 AM,22.896,96.194,,,,,
288,05/24/19 09:55:00 AM,23.088,96.030,,,,,
289,05/24/19 10:00:00 AM,23.376,95.838,,,,,
290,05/24/19 10:05:00 AM,23.641,95.639,,,,,
291,05/24/19 10:10:00 AM,23.954,95.371,,,,,
292,05/24/19 10:15:00 AM,24.267,94.994,,,,,
293,05/24/19 10:20:00 AM,24.629,94.439,,,,,
294,05/24/19 10:25:00 AM,25.113,93.803,,,,,
295,05/24/19 10:30:00 AM,25.623,93.223,,,,,
296,05/24/19 10:35:00 AM,26.061,92.512,,,,,
297,05/24/19 10:40:00 AM,26.573,91.539,,,,,
298,05/24/19 10:45:00 AM,27.112,90.619,,,,,
299,05/24/19 10:50:00 AM,27.579,89.896,,,,,
300,05/24/19 10:55:00 AM,28.048,88.862,,,,,
301,05/24/19 11:00:00 AM,28.444,87.802,,,,,
302,05/24/19 11:05:00 AM,28.593,87.271,,,,,
303,05/24/19 11:10:00 AM,28.717,86.536,,,,,
304,05/24/19 11:15:00 AM,28.791,86.184,,,,,
305,05/24/19 11:20:00 AM,29.015,86.092,,,,,
306,05/24/19 11:25:00 AM,29.190,85.162,,,,,
307,05/24/19 11:30:00 AM,29.315,84.016,,,,,
308,05/24/19 11:35:00 AM,29.315,84.045,,,,,
309,05/24/19 11:40:00 AM,29.240,83.311,,,,,
310,05/24/19 11:45:00 AM,29.140,83.662,,,,,
311,05/24/19 11:50:00 AM,29.190,83.098,,,,,
312,05/24/19 11:55:00 AM,29.290,82.284,,,,,
313,05/24/19 12:00:00 PM,29.340,82.756,,,,,
314,05/24/19 12:05:00 PM,29.240,82.360,,,,,
315,05/24/19 12:10:00 PM,29.115,82.823,,,,,
316,05/24/19 12:15:00 PM,28.990,82.623,,,,,
317,05/24/19 12:20:00 PM,29.040,82.172,,,,,
318,05/24/19 12:25:00 PM,29.240,81.695,,,,,
319,05/24/19 12:30:00 PM,29.439,80.838,,,,,
320,05/24/19 12:35:00 PM,29.615,78.715,,,,,
321,05/24/19 12:40:00 PM,29.890,77.330,,,,,
322,05/24/19 12:45:00 PM,30.217,74.190,,,,,
323,05/24/19 12:50:00 PM,30.621,76.530,,,,,
324,05/24/19 12:55:00 PM,30.798,77.276,,,,,
325,05/24/19 01:00:00 PM,30.722,77.763,,,,,
326,05/24/19 01:05:00 PM,30.469,78.390,,,,,
327,05/24/19 01:10:00 PM,30.217,78.809,,,,,
328,05/24/19 01:15:00 PM,29.966,79.168,,,,,
329,05/24/19 01:20:00 PM,29.790,79.454,,,,,
330,05/24/19 01:25:00 PM,29.690,79.696,,,,,
331,05/24/19 01:30:00 PM,29.590,79.675,,,,,
332,05/24/19 01:35:00 PM,29.565,79.787,,,,,
333,05/24/19 01:40:00 PM,29.565,79.962,,,,,
334,05/24/19 01:45:00 PM,29.615,79.563,,,,,
335,05/24/19 01:50:00 PM,29.590,79.383,,,,,
336,05/24/19 01:55:00 PM,29.515,79.338,,,,,
337,05/24/19 02:00:00 PM,29.490,79.538,,,,,
338,05/24/19 02:05:00 PM,29.640,77.663,,,,,
339,05/24/19 02:10:00 PM,29.840,77.497,,,,,
340,05/24/19 02:15:00 PM,29.991,73.519,,,,,
341,05/24/19 02:20:00 PM,30.192,74.662,,,,,
342,05/24/19 02:25:00 PM,30.419,72.190,,,,,
343,05/24/19 02:30:00 PM,30.722,70.797,,,,,
344,05/24/19 02:35:00 PM,31.001,72.660,,,,,
345,05/24/19 02:40:00 PM,31.077,75.042,,,,,
346,05/24/19 02:45:00 PM,30.950,75.763,,,,,
347,05/24/19 02:50:00 PM,30.773,76.530,,,,,
348,05/24/19 02:55:00 PM,30.596,76.999,,,,,
349,05/24/19 03:00:00 PM,30.369,76.865,,,,,
350,05/24/19 03:05:00 PM,30.217,77.189,,,,,
351,05/24/19 03:10:00 PM,30.091,76.957,,,,,
352,05/24/19 03:15:00 PM,30.016,77.267,,,,,
353,05/24/19 03:20:00 PM,29.991,75.812,,,,,
354,05/24/19 03:25:00 PM,30.091,72.699,,,,,
355,05/24/19 03:30:00 PM,30.243,71.283,,,,,
356,05/24/19 03:35:00 PM,30.469,69.174,,,,,
357,05/24/19 03:40:00 PM,30.697,68.757,,,,,
358,05/24/19 03:45:00 PM,30.900,69.798,,,,,
359,05/24/19 03:50:00 PM,31.077,69.373,,,,,
360,05/24/19 03:55:00 PM,31.255,69.436,,,,,
361,05/24/19 04:00:00 PM,31.408,69.433,,,,,
362,05/24/19 04:05:00 PM,31.484,71.482,,,,,
363,05/24/19 04:10:00 PM,31.510,71.819,,,,,
364,05/24/19 04:15:00 PM,31.561,72.040,,,,,
365,05/24/19 04:20:00 PM,31.561,72.040,,,,,
366,05/24/19 04:25:00 PM,31.561,71.072,,,,,
367,05/24/19 04:30:00 PM,31.561,71.556,,,,,
368,05/24/19 04:35:00 PM,31.612,69.439,,,,,
369,05/24/19 04:40:00 PM,31.689,70.609,,,,,
370,05/24/19 04:45:00 PM,31.740,69.797,,,,,
371,05/24/19 04:50:00 PM,31.791,69.532,,,,,
372,05/24/19 04:55:00 PM,31.816,69.933,,,,,
373,05/24/19 05:00:00 PM,31.893,69.122,,,,,
374,05/24/19 05:05:00 PM,31.919,70.316,,,,,
375,05/24/19 05:10:00 PM,31.970,69.869,,,,,
376,05/24/19 05:15:00 PM,31.970,70.387,,,,,
377,05/24/19 05:20:00 PM,31.970,70.539,,,,,
378,05/24/19 05:25:00 PM,31.944,70.808,,,,,
379,05/24/19 05:30:00 PM,31.868,72.006,,,,,
380,05/24/19 05:35:00 PM,31.816,72.330,,,,,
381,05/24/19 05:40:00 PM,31.740,72.889,,,,,
382,05/24/19 05:45:00 PM,31.637,73.291,,,,,
383,05/24/19 05:50:00 PM,31.459,73.408,,,,,
384,05/24/19 05:55:00 PM,31.255,73.549,,,,,
385,05/24/19 06:00:00 PM,31.077,74.235,,,,,
386,05/24/19 06:05:00 PM,30.900,74.530,,,,,
387,05/24/19 06:10:00 PM,30.773,75.073,,,,,
388,05/24/19 06:15:00 PM,30.621,75.311,,,,,
389,05/24/19 06:20:00 PM,30.495,75.555,,,,,
390,05/24/19 06:25:00 PM,30.318,75.995,,,,,
391,05/24/19 06:30:00 PM,30.167,76.469,,,,,
392,05/24/19 06:35:00 PM,30.016,76.706,,,,,
393,05/24/19 06:40:00 PM,29.840,76.937,,,,,
394,05/24/19 06:45:00 PM,29.715,77.413,,,,,
395,05/24/19 06:50:00 PM,29.590,77.476,,,,,
396,05/24/19 06:55:00 PM,29.464,77.774,,,,,
397,05/24/19 07:00:00 PM,29.365,78.165,,,,,
398,05/24/19 07:05:00 PM,29.265,78.233,,,,,
399,05/24/19 07:10:00 PM,29.165,78.447,,,,,
400,05/24/19 07:15:00 PM,29.065,78.778,,,,,
401,05/24/19 07:20:00 PM,28.965,78.787,,,,,
402,05/24/19 07:25:00 PM,28.866,79.175,,,,,
403,05/24/19 07:30:00 PM,28.766,79.417,,,,,
404,05/24/19 07:35:00 PM,28.667,79.717,,,,,
405,05/24/19 07:40:00 PM,28.543,79.982,,,,,
406,05/24/19 07:45:00 PM,28.419,80.304,,,,,
407,05/24/19 07:50:00 PM,28.270,80.534,,,,,
408,05/24/19 07:55:00 PM,28.122,80.763,,,,,
409,05/24/19 08:00:00 PM,27.949,81.102,,,,,
410,05/24/19 08:05:00 PM,27.776,81.325,,,,,
411,05/24/19 08:10:00 PM,27.604,81.606,,,,,
412,05/24/19 08:15:00 PM,27.431,81.914,,,,,
413,05/24/19 08:20:00 PM,27.235,82.044,,,,,
414,05/24/19 08:25:00 PM,27.063,82.408,,,,,
415,05/24/19 08:30:00 PM,26.867,82.595,,,,,
416,05/24/19 08:35:00 PM,26.671,82.980,,,,,
417,05/24/19 08:40:00 PM,26.500,83.314,,,,,
418,05/24/19 08:45:00 PM,26.329,83.561,,,,,
419,05/24/19 08:50:00 PM,26.158,83.892,,,,,
420,05/24/19 08:55:00 PM,25.987,84.138,,,,,
421,05/24/19 09:00:00 PM,25.841,84.474,,,,,
422,05/24/19 09:05:00 PM,25.695,84.865,,,,,
423,05/24/19 09:10:00 PM,25.574,85.063,,,,,
424,05/24/19 09:15:00 PM,25.428,85.256,,,,,
425,05/24/19 09:20:00 PM,25.307,85.481,,,,,
426,05/24/19 09:25:00 PM,25.162,85.617,,,,,
427,05/24/19 09:30:00 PM,25.065,86.016,,,,,
428,05/24/19 09:35:00 PM,24.944,86.128,,,,,
429,05/24/19 09:40:00 PM,24.847,86.414,,,,,
430,05/24/19 09:45:00 PM,24.726,86.582,,,,,
431,05/24/19 09:50:00 PM,24.629,86.811,,,,,
432,05/24/19 09:55:00 PM,24.532,87.067,,,,,
433,05/24/19 10:00:00 PM,24.436,87.184,,,,,
434,05/24/19 10:05:00 PM,24.339,87.356,,,,,
435,05/24/19 10:10:00 PM,24.243,87.611,,,,,
436,05/24/19 10:15:00 PM,24.146,87.811,,,,,
437,05/24/19 10:20:00 PM,24.050,87.954,,,,,
438,05/24/19 10:25:00 PM,23.978,88.104,,,,,
439,05/24/19 10:30:00 PM,23.881,88.302,,,,,
440,05/24/19 10:35:00 PM,23.785,88.501,,,,,
441,05/24/19 10:40:00 PM,23.689,88.643,,,,,
442,05/24/19 10:45:00 PM,23.593,88.786,,,,,
443,05/24/19 10:50:00 PM,23.497,88.983,,,,,
444,05/24/19 10:55:00 PM,23.424,89.131,,,,,
445,05/24/19 11:00:00 PM,23.328,89.301,,,,,
446,05/24/19 11:05:00 PM,23.256,89.476,,,,,
447,05/24/19 11:10:00 PM,23.184,89.623,,,,,
448,05/24/19 11:15:00 PM,23.112,89.770,,,,,
449,05/24/19 11:20:00 PM,23.040,89.972,,,,,
450,05/24/19 11:25:00 PM,22.968,90.064,,,,,
451,05/24/19 11:30:00 PM,22.896,90.210,,,,,
452,05/24/19 11:35:00 PM,22.848,90.308,,,,,
453,05/24/19 11:40:00 PM,22.800,90.460,,,,,
