date,status,logger_id,days,minutes_above_85,minutes_bw_75_85,minutes_below_75
2018-06-28,invaded,03,7,1440,0,0
2018-06-28,invaded,04,7,1440,0,0
2018-06-28,invaded,05,7,1440,0,0
2018-06-28,invaded,06,7,1440,0,0
2018-06-28,invaded,07,7,1440,0,0
2018-06-28,invaded,08,7,1440,0,0
2018-06-28,invaded,09,7,1430,5,0
2018-06-28,invaded,10,7,1440,0,0
2018-06-28,invaded,11,7,1085,245,110
2018-06-28,invaded,12,7,1145,185,110
2018-06-28,native,13,7,1270,120,50
2018-06-28,native,14,7,1275,105,60
2018-06-28,native,15,7,1235,160,45
2018-06-28,native,16,7,1140,65,235
2018-06-28,native,17,7,1145,75,220
2018-06-28,native,18,7,1315,120,0
2018-06-28,native,19,7,1280,155,0
2018-06-28,native,20,7,1440,0,0
2018-06-28,native,21,7,1305,135,0
2018-06-28,native,22,7,1440,0,0
2018-06-28,native,23,7,1190,60,190
2018-06-28,native,24,7,1245,160,35
2018-06-29,invaded,01,8,1440,0,0
2018-06-29,invaded,02,8,1440,0,0
2018-06-29,invaded,03,8,1440,0,0
2018-06-29,invaded,04,8,1440,0,0
2018-06-29,invaded,05,8,1440,0,0
2018-06-29,invaded,06,8,1440,0,0
2018-06-29,invaded,07,8,1440,0,0
2018-06-29,invaded,08,8,1440,0,0
2018-06-29,invaded,09,8,1440,0,0
2018-06-29,invaded,10,8,1440,0,0
2018-06-29,invaded,11,8,970,440,25
2018-06-29,invaded,12,8,1110,140,190
2018-06-29,native,13,8,1305,105,30
2018-06-29,native,14,8,1305,80,55
2018-06-29,native,15,8,1235,170,35
2018-06-29,native,16,8,1125,70,245
2018-06-29,native,17,8,1115,115,210
2018-06-29,native,18,8,1300,110,30
2018-06-29,native,19,8,1355,85,0
2018-06-29,native,20,8,1440,0,0
2018-06-29,native,21,8,1395,45,0
2018-06-29,native,22,8,1440,0,0
2018-06-29,native,23,8,1165,80,195
2018-06-29,native,24,8,1295,145,0
2018-06-30,invaded,01,9,1440,0,0
2018-06-30,invaded,02,9,1440,0,0
2018-06-30,invaded,03,9,1440,0,0
2018-06-30,invaded,04,9,1440,0,0
2018-06-30,invaded,05,9,1440,0,0
2018-06-30,invaded,06,9,1440,0,0
2018-06-30,invaded,07,9,1440,0,0
2018-06-30,invaded,08,9,1440,0,0
2018-06-30,invaded,09,9,1440,0,0
2018-06-30,invaded,10,9,1440,0,0
2018-06-30,invaded,11,9,1185,250,5
2018-06-30,invaded,12,9,1230,170,40
2018-06-30,native,13,9,1440,0,0
2018-06-30,native,14,9,1385,55,0
2018-06-30,native,15,9,1385,55,0
2018-06-30,native,16,9,1295,80,65
2018-06-30,native,17,9,1280,75,85
2018-06-30,native,18,9,1435,5,0
2018-06-30,native,19,9,1440,0,0
2018-06-30,native,20,9,1440,0,0
2018-06-30,native,21,9,1440,0,0
2018-06-30,native,22,9,1440,0,0
2018-06-30,native,23,9,1345,75,20
2018-06-30,native,24,9,1440,0,0
2018-07-01,invaded,01,10,1440,0,0
2018-07-01,invaded,02,10,1440,0,0
2018-07-01,invaded,03,10,1440,0,0
2018-07-01,invaded,04,10,1440,0,0
2018-07-01,invaded,05,10,1440,0,0
2018-07-01,invaded,06,10,1440,0,0
2018-07-01,invaded,07,10,1440,0,0
2018-07-01,invaded,08,10,1440,0,0
2018-07-01,invaded,09,10,1370,70,0
2018-07-01,invaded,10,10,1440,0,0
2018-07-01,invaded,11,10,825,540,70
2018-07-01,invaded,12,10,1120,245,75
2018-07-01,native,13,10,1325,115,0
2018-07-01,native,14,10,1365,75,0
2018-07-01,native,15,10,1335,100,5
2018-07-01,native,16,10,1160,150,130
2018-07-01,native,17,10,1035,260,145
2018-07-01,native,18,10,1440,0,0
2018-07-01,native,19,10,1400,40,0
2018-07-01,native,20,10,1215,225,0
2018-07-01,native,21,10,1375,65,0
2018-07-01,native,22,10,1440,0,0
2018-07-01,native,23,10,1140,170,130
2018-07-01,native,24,10,1345,95,0
2018-07-02,invaded,01,11,1440,0,0
2018-07-02,invaded,02,11,1440,0,0
2018-07-02,invaded,03,11,1125,260,55
2018-07-02,invaded,04,11,1245,195,0
2018-07-02,invaded,05,11,1140,295,0
2018-07-02,invaded,06,11,1095,280,65
2018-07-02,invaded,07,11,1440,0,0
2018-07-02,invaded,08,11,1440,0,0
2018-07-02,invaded,09,11,1440,0,0
2018-07-02,invaded,10,11,1040,195,205
2018-07-02,invaded,11,11,695,240,500
2018-07-02,invaded,12,11,875,330,235
2018-07-02,native,13,11,1010,310,120
2018-07-02,native,14,11,1070,200,170
2018-07-02,native,15,11,915,115,410
2018-07-02,native,16,11,890,130,420
2018-07-02,native,17,11,910,30,500
2018-07-02,native,18,11,1115,280,45
2018-07-02,native,19,11,1030,175,235
2018-07-02,native,20,11,1440,0,0
2018-07-02,native,21,11,1e3,240,200
2018-07-02,native,22,11,1345,95,0
2018-07-02,native,23,11,955,90,395
2018-07-02,native,24,11,1035,160,245
2018-07-03,invaded,01,12,1440,0,0
2018-07-03,invaded,02,12,1440,0,0
2018-07-03,invaded,03,12,1440,0,0
2018-07-03,invaded,04,12,1440,0,0
2018-07-03,invaded,05,12,1440,0,0
2018-07-03,invaded,06,12,1440,0,0
2018-07-03,invaded,07,12,1440,0,0
2018-07-03,invaded,08,12,1440,0,0
2018-07-03,invaded,09,12,1440,0,0
2018-07-03,invaded,10,12,1395,45,0
2018-07-03,invaded,11,12,980,425,35
2018-07-03,invaded,12,12,1430,10,0
2018-07-03,native,13,12,1430,10,0
2018-07-03,native,14,12,1440,0,0
2018-07-03,native,15,12,1370,45,25
2018-07-03,native,16,12,1250,155,35
2018-07-03,native,17,12,1310,105,25
2018-07-03,native,18,12,1430,10,0
2018-07-03,native,19,12,1440,0,0
2018-07-03,native,20,12,1440,0,0
2018-07-03,native,21,12,1440,0,0
2018-07-03,native,22,12,1440,0,0
2018-07-03,native,23,12,1395,40,5
2018-07-03,native,24,12,1440,0,0
2018-07-04,invaded,01,13,1440,0,0
2018-07-04,invaded,02,13,1440,0,0
2018-07-04,invaded,03,13,1375,65,0
2018-07-04,invaded,04,13,1440,0,0
2018-07-04,invaded,05,13,1430,10,0
2018-07-04,invaded,06,13,1345,90,5
2018-07-04,invaded,07,13,1440,0,0
2018-07-04,invaded,08,13,1440,0,0
2018-07-04,invaded,09,13,1440,0,0
2018-07-04,invaded,10,13,1325,105,10
2018-07-04,invaded,11,13,935,405,85
2018-07-04,invaded,12,13,1335,95,10
2018-07-04,native,13,13,1410,30,0
2018-07-04,native,14,13,1330,85,25
2018-07-04,native,15,13,1340,65,35
2018-07-04,native,16,13,1310,20,110
2018-07-04,native,17,13,1315,75,50
2018-07-04,native,18,13,1365,75,0
2018-07-04,native,19,13,1145,130,165
2018-07-04,native,20,13,1440,0,0
2018-07-04,native,21,13,1335,95,10
2018-07-04,native,22,13,1395,45,0
2018-07-04,native,23,13,1345,15,80
2018-07-04,native,24,13,1355,80,5
2018-07-05,invaded,01,14,1440,0,0
2018-07-05,invaded,02,14,1440,0,0
2018-07-05,invaded,03,14,1440,0,0
2018-07-05,invaded,04,14,1440,0,0
2018-07-05,invaded,05,14,1440,0,0
2018-07-05,invaded,06,14,1440,0,0
2018-07-05,invaded,07,14,1440,0,0
2018-07-05,invaded,08,14,1440,0,0
2018-07-05,invaded,09,14,1280,155,0
2018-07-05,invaded,10,14,1440,0,0
2018-07-05,invaded,11,14,1125,315,0
2018-07-05,invaded,12,14,1440,0,0
2018-07-05,native,13,14,1440,0,0
2018-07-05,native,14,14,1440,0,0
2018-07-05,native,15,14,1405,35,0
2018-07-05,native,16,14,1335,50,55
2018-07-05,native,17,14,1345,90,5
2018-07-05,native,18,14,1440,0,0
2018-07-05,native,19,14,600,275,565
2018-07-05,native,20,14,720,275,445
2018-07-05,native,21,14,1440,0,0
2018-07-05,native,22,14,1440,0,0
2018-07-05,native,23,14,1310,130,0
2018-07-05,native,24,14,1440,0,0
2018-07-06,invaded,01,15,1275,165,0
2018-07-06,invaded,02,15,1440,0,0
2018-07-06,invaded,03,15,1440,0,0
2018-07-06,invaded,04,15,1440,0,0
2018-07-06,invaded,05,15,1440,0,0
2018-07-06,invaded,06,15,1440,0,0
2018-07-06,invaded,07,15,1440,0,0
2018-07-06,invaded,08,15,1440,0,0
2018-07-06,invaded,09,15,955,155,330
2018-07-06,invaded,10,15,1440,0,0
2018-07-06,invaded,11,15,1020,420,0
2018-07-06,invaded,12,15,1415,25,0
2018-07-06,native,13,15,1440,0,0
2018-07-06,native,14,15,1440,0,0
2018-07-06,native,15,15,1425,15,0
2018-07-06,native,16,15,1320,60,60
2018-07-06,native,17,15,1365,70,5
2018-07-06,native,18,15,1435,5,0
2018-07-06,native,19,15,625,80,735
2018-07-06,native,20,15,715,115,610
2018-07-06,native,21,15,1440,0,0
2018-07-06,native,22,15,1440,0,0
2018-07-06,native,23,15,1175,245,20
2018-07-06,native,24,15,1440,0,0
2018-07-07,invaded,01,16,1300,140,0
2018-07-07,invaded,02,16,1440,0,0
2018-07-07,invaded,03,16,1440,0,0
2018-07-07,invaded,04,16,1440,0,0
2018-07-07,invaded,05,16,1440,0,0
2018-07-07,invaded,06,16,1440,0,0
2018-07-07,invaded,07,16,1440,0,0
2018-07-07,invaded,08,16,1440,0,0
2018-07-07,invaded,09,16,1060,380,0
2018-07-07,invaded,10,16,1440,0,0
2018-07-07,invaded,11,16,1010,300,130
2018-07-07,invaded,12,16,1145,190,95
2018-07-07,native,13,16,1440,0,0
2018-07-07,native,14,16,1405,35,0
2018-07-07,native,15,16,1185,255,0
2018-07-07,native,16,16,1180,70,190
2018-07-07,native,17,16,1095,145,200
2018-07-07,native,18,16,1420,20,0
2018-07-07,native,19,16,655,85,700
2018-07-07,native,20,16,780,80,580
2018-07-07,native,21,16,1420,20,0
2018-07-07,native,22,16,1440,0,0
2018-07-07,native,23,16,1185,125,130
2018-07-07,native,24,16,1400,40,0
2018-07-08,invaded,01,17,1095,330,15
2018-07-08,invaded,02,17,1440,0,0
2018-07-08,invaded,03,17,1430,10,0
2018-07-08,invaded,04,17,1440,0,0
2018-07-08,invaded,05,17,1440,0,0
2018-07-08,invaded,06,17,1175,265,0
2018-07-08,invaded,07,17,1440,0,0
2018-07-08,invaded,08,17,1440,0,0
2018-07-08,invaded,09,17,1105,335,0
2018-07-08,invaded,10,17,1250,190,0
2018-07-08,invaded,11,17,835,355,250
2018-07-08,invaded,12,17,880,115,445
2018-07-08,native,13,17,1435,5,0
2018-07-08,native,14,17,1340,100,0
2018-07-08,native,15,17,1050,340,50
2018-07-08,native,16,17,1025,230,185
2018-07-08,native,17,17,960,270,205
2018-07-08,native,18,17,1385,55,0
2018-07-08,native,19,17,795,0,645
2018-07-08,native,20,17,835,25,580
2018-07-08,native,21,17,1440,0,0
2018-07-08,native,22,17,1440,0,0
2018-07-08,native,23,17,1060,215,165
2018-07-08,native,24,17,1205,235,0
2018-07-09,invaded,01,18,1325,115,0
2018-07-09,invaded,02,18,1440,0,0
2018-07-09,invaded,03,18,1400,40,0
2018-07-09,invaded,04,18,1440,0,0
2018-07-09,invaded,05,18,1385,50,0
2018-07-09,invaded,06,18,1350,90,0
2018-07-09,invaded,07,18,1440,0,0
2018-07-09,invaded,08,18,1440,0,0
2018-07-09,invaded,09,18,1440,0,0
2018-07-09,invaded,10,18,1345,90,0
2018-07-09,invaded,11,18,835,450,150
2018-07-09,invaded,12,18,1170,80,190
2018-07-09,native,13,18,1395,40,5
2018-07-09,native,14,18,1400,20,20
2018-07-09,native,15,18,1270,95,75
2018-07-09,native,16,18,1190,165,85
2018-07-09,native,17,18,1250,50,140
2018-07-09,native,18,18,1435,5,0
2018-07-09,native,19,18,1440,0,0
2018-07-09,native,20,18,1015,125,300
2018-07-09,native,21,18,1330,95,15
2018-07-09,native,22,18,1420,20,0
2018-07-09,native,23,18,1270,85,85
2018-07-09,native,24,18,1350,90,0
2018-07-10,invaded,01,19,1440,0,0
2018-07-10,invaded,02,19,1440,0,0
2018-07-10,invaded,03,19,945,190,305
2018-07-10,invaded,04,19,1140,215,85
2018-07-10,invaded,05,19,1260,180,0
2018-07-10,invaded,06,19,985,160,295
2018-07-10,invaded,07,19,1125,285,30
2018-07-10,invaded,08,19,1440,0,0
2018-07-10,invaded,09,19,1440,0,0
2018-07-10,invaded,10,19,980,220,240
2018-07-10,invaded,11,19,680,275,485
2018-07-10,invaded,12,19,775,140,525
2018-07-10,native,13,19,1020,230,190
2018-07-10,native,14,19,1080,175,185
2018-07-10,native,15,19,960,200,280
2018-07-10,native,16,19,855,185,400
2018-07-10,native,17,19,905,55,480
2018-07-10,native,18,19,1105,185,150
2018-07-10,native,19,19,1155,255,30
2018-07-10,native,20,19,1440,0,0
2018-07-10,native,21,19,1040,290,110
2018-07-10,native,22,19,1305,100,35
2018-07-10,native,23,19,940,65,435
2018-07-10,native,24,19,1005,135,300
2018-07-11,invaded,01,20,1440,0,0
2018-07-11,invaded,02,20,1440,0,0
2018-07-11,invaded,03,20,895,130,415
2018-07-11,invaded,04,20,1005,185,245
2018-07-11,invaded,05,20,975,300,165
2018-07-11,invaded,06,20,885,120,435
2018-07-11,invaded,07,20,945,265,225
2018-07-11,invaded,08,20,1290,150,0
2018-07-11,invaded,09,20,1440,0,0
2018-07-11,invaded,10,20,885,100,455
2018-07-11,invaded,11,20,580,310,550
2018-07-11,invaded,12,20,745,135,555
2018-07-11,native,13,20,945,170,325
2018-07-11,native,14,20,980,145,315
2018-07-11,native,15,20,885,170,385
2018-07-11,native,16,20,845,155,440
2018-07-11,native,17,20,795,135,510
2018-07-11,native,18,20,1005,215,220
2018-07-11,native,19,20,980,185,275
2018-07-11,native,20,20,1440,0,0
2018-07-11,native,21,20,975,155,305
2018-07-11,native,22,20,1155,175,105
2018-07-11,native,23,20,895,75,470
2018-07-11,native,24,20,960,120,360
2018-07-12,invaded,01,21,1440,0,0
2018-07-12,invaded,02,21,1440,0,0
2018-07-12,invaded,03,21,850,160,430
2018-07-12,invaded,04,21,1e3,260,180
2018-07-12,invaded,05,21,1040,370,30
2018-07-12,invaded,06,21,880,205,355
2018-07-12,invaded,07,21,930,200,310
2018-07-12,invaded,08,21,1185,255,0
2018-07-12,invaded,09,21,1440,0,0
2018-07-12,invaded,10,21,915,180,345
2018-07-12,invaded,11,21,670,220,550
2018-07-12,invaded,12,21,765,120,555
2018-07-12,native,13,21,925,255,260
2018-07-12,native,14,21,920,235,285
2018-07-12,native,15,21,890,230,320
2018-07-12,native,16,21,850,130,460
2018-07-12,native,17,21,810,95,535
2018-07-12,native,18,21,1070,265,105
2018-07-12,native,19,21,1e3,290,150
2018-07-12,native,20,21,1440,0,0
2018-07-12,native,21,21,960,235,245
2018-07-12,native,22,21,1045,270,125
2018-07-12,native,23,21,890,70,480
2018-07-12,native,24,21,920,180,340
2018-07-13,invaded,01,22,1440,0,0
2018-07-13,invaded,02,22,1440,0,0
2018-07-13,invaded,03,22,880,170,390
2018-07-13,invaded,04,22,1005,220,215
2018-07-13,invaded,05,22,990,415,35
2018-07-13,invaded,06,22,890,210,340
2018-07-13,invaded,07,22,960,185,295
2018-07-13,invaded,08,22,1100,340,0
2018-07-13,invaded,09,22,1435,5,0
2018-07-13,invaded,10,22,900,215,325
2018-07-13,invaded,11,22,585,315,540
2018-07-13,invaded,12,22,745,135,560
2018-07-13,native,13,22,930,235,275
2018-07-13,native,14,22,970,155,315
2018-07-13,native,15,22,900,185,355
2018-07-13,native,16,22,825,205,410
2018-07-13,native,17,22,790,115,535
2018-07-13,native,18,22,1040,265,135
2018-07-13,native,19,22,985,240,215
2018-07-13,native,20,22,1440,0,0
2018-07-13,native,21,22,960,255,225
2018-07-13,native,22,22,990,355,95
2018-07-13,native,23,22,890,75,475
2018-07-13,native,24,22,960,190,290
2018-07-14,invaded,01,23,1440,0,0
2018-07-14,invaded,02,23,1440,0,0
2018-07-14,invaded,03,23,995,250,195
2018-07-14,invaded,04,23,1190,195,55
2018-07-14,invaded,05,23,1180,250,10
2018-07-14,invaded,06,23,1050,245,145
2018-07-14,invaded,07,23,1105,210,125
2018-07-14,invaded,08,23,1300,140,0
2018-07-14,invaded,09,23,1375,65,0
2018-07-14,invaded,10,23,1055,230,155
2018-07-14,invaded,11,23,685,400,355
2018-07-14,invaded,12,23,830,195,415
2018-07-14,native,13,23,1135,175,125
2018-07-14,native,14,23,1045,225,170
2018-07-14,native,15,23,1050,165,225
2018-07-14,native,16,23,930,285,220
2018-07-14,native,17,23,900,215,325
2018-07-14,native,18,23,1215,180,45
2018-07-14,native,19,23,1205,205,30
2018-07-14,native,20,23,1440,0,0
2018-07-14,native,21,23,1170,130,140
2018-07-14,native,22,23,1165,180,95
2018-07-14,native,23,23,970,165,305
2018-07-14,native,24,23,1155,155,130
2018-07-15,invaded,01,24,1440,0,0
2018-07-15,invaded,02,24,1440,0,0
2018-07-15,invaded,03,24,1085,225,130
2018-07-15,invaded,04,24,1205,170,60
2018-07-15,invaded,05,24,1215,165,60
2018-07-15,invaded,06,24,1110,220,110
2018-07-15,invaded,07,24,1165,160,115
2018-07-15,invaded,08,24,1310,130,0
2018-07-15,invaded,09,24,1345,95,0
2018-07-15,invaded,10,24,1130,200,110
2018-07-15,invaded,11,24,755,365,320
2018-07-15,invaded,12,24,890,190,360
2018-07-15,native,13,24,1245,95,100
2018-07-15,native,14,24,1100,195,145
2018-07-15,native,15,24,1050,225,165
2018-07-15,native,16,24,990,265,185
2018-07-15,native,17,24,985,155,300
2018-07-15,native,18,24,1265,125,45
2018-07-15,native,19,24,1235,135,70
2018-07-15,native,20,24,1440,0,0
2018-07-15,native,21,24,1230,115,95
2018-07-15,native,22,24,1270,65,105
2018-07-15,native,23,24,1040,150,250
2018-07-15,native,24,24,1230,100,110
2018-07-16,invaded,01,25,1440,0,0
2018-07-16,invaded,02,25,1440,0,0
2018-07-16,invaded,03,25,990,280,165
2018-07-16,invaded,04,25,1175,245,20
2018-07-16,invaded,05,25,1220,220,0
2018-07-16,invaded,06,25,1025,365,45
2018-07-16,invaded,07,25,1075,325,40
2018-07-16,invaded,08,25,1265,175,0
2018-07-16,invaded,09,25,1400,40,0
2018-07-16,invaded,10,25,1055,335,50
2018-07-16,invaded,11,25,630,435,370
2018-07-16,invaded,12,25,785,255,400
2018-07-16,native,13,25,1130,260,50
2018-07-16,native,14,25,1095,280,65
2018-07-16,native,15,25,1050,275,115
2018-07-16,native,16,25,965,315,160
2018-07-16,native,17,25,845,255,340
2018-07-16,native,18,25,1350,90,0
2018-07-16,native,19,25,1215,225,0
2018-07-16,native,20,25,1440,0,0
2018-07-16,native,21,25,1210,175,55
2018-07-16,native,22,25,1295,100,45
2018-07-16,native,23,25,955,235,250
2018-07-16,native,24,25,1180,245,15
2018-07-17,invaded,01,26,1440,0,0
2018-07-17,invaded,02,26,1440,0,0
2018-07-17,invaded,03,26,1345,50,45
2018-07-17,invaded,04,26,1395,40,5
2018-07-17,invaded,05,26,1360,80,0
2018-07-17,invaded,06,26,1345,75,20
2018-07-17,invaded,07,26,1345,75,20
2018-07-17,invaded,08,26,1400,35,5
2018-07-17,invaded,09,26,1440,0,0
2018-07-17,invaded,10,26,1355,85,0
2018-07-17,invaded,11,26,1195,115,130
2018-07-17,invaded,12,26,1215,45,180
2018-07-17,native,13,26,1335,85,20
2018-07-17,native,14,26,1385,45,10
2018-07-17,native,15,26,1305,105,30
2018-07-17,native,16,26,1250,140,50
2018-07-17,native,17,26,1235,70,135
2018-07-17,native,18,26,1410,30,0
2018-07-17,native,19,26,1400,30,10
2018-07-17,native,20,26,1440,0,0
2018-07-17,native,21,26,1360,65,15
2018-07-17,native,22,26,1385,50,5
2018-07-17,native,23,26,1310,40,90
2018-07-17,native,24,26,1365,60,15
2018-07-18,invaded,01,27,1440,0,0
2018-07-18,invaded,02,27,1440,0,0
2018-07-18,invaded,03,27,1440,0,0
2018-07-18,invaded,04,27,1440,0,0
2018-07-18,invaded,05,27,1440,0,0
2018-07-18,invaded,06,27,1440,0,0
2018-07-18,invaded,07,27,1440,0,0
2018-07-18,invaded,08,27,1440,0,0
2018-07-18,invaded,09,27,1440,0,0
2018-07-18,invaded,10,27,1440,0,0
2018-07-18,invaded,11,27,1020,410,0
2018-07-18,invaded,12,27,1440,0,0
2018-07-18,native,13,27,1440,0,0
2018-07-18,native,14,27,1440,0,0
2018-07-18,native,15,27,1440,0,0
2018-07-18,native,16,27,1440,0,0
2018-07-18,native,17,27,1440,0,0
2018-07-18,native,18,27,1440,0,0
2018-07-18,native,19,27,1030,295,110
2018-07-18,native,20,27,1440,0,0
2018-07-18,native,21,27,1440,0,0
2018-07-18,native,22,27,1440,0,0
2018-07-18,native,23,27,1440,0,0
2018-07-18,native,24,27,1440,0,0
2018-07-19,invaded,01,28,1440,0,0
2018-07-19,invaded,02,28,1440,0,0
2018-07-19,invaded,03,28,1440,0,0
2018-07-19,invaded,04,28,1440,0,0
2018-07-19,invaded,05,28,1440,0,0
2018-07-19,invaded,06,28,1440,0,0
2018-07-19,invaded,07,28,1440,0,0
2018-07-19,invaded,08,28,1440,0,0
2018-07-19,invaded,09,28,1440,0,0
2018-07-19,invaded,10,28,1440,0,0
2018-07-19,invaded,11,28,1305,130,0
2018-07-19,invaded,12,28,1440,0,0
2018-07-19,native,13,28,1440,0,0
2018-07-19,native,14,28,1440,0,0
2018-07-19,native,15,28,1440,0,0
2018-07-19,native,16,28,1440,0,0
2018-07-19,native,17,28,1440,0,0
2018-07-19,native,18,28,1440,0,0
2018-07-19,native,19,28,100,15,1045
2018-07-19,native,20,28,1440,0,0
2018-07-19,native,21,28,1440,0,0
2018-07-19,native,22,28,1440,0,0
