"Date","Time, GMT-04:00","Temp, °C","RH, %","DewPt, °C","Coupler Detached","Coupler Attached","Host Connected","End Of File"
2018-06-21,21:45:00,26.280,98.517,25.716,,,,
2018-06-21,21:50:00,26.256,98.617,25.707,,,,
2018-06-21,21:55:00,26.207,98.711,25.672,,,,
2018-06-21,22:00:00,26.158,98.804,25.637,,,,
2018-06-21,22:05:00,26.134,98.958,25.635,,,,
2018-06-21,22:10:00,26.085,98.998,25.593,,,,
2018-06-21,22:15:00,26.036,99.092,25.557,,,,
2018-06-21,22:20:00,25.963,99.179,25.497,,,,
2018-06-21,22:25:00,25.914,99.299,25.466,,,,
2018-06-21,22:30:00,25.866,99.365,25.427,,,,
2018-06-21,22:35:00,25.817,99.458,25.392,,,,
2018-06-21,22:40:00,25.768,99.552,25.357,,,,
2018-06-21,22:45:00,25.720,99.645,25.321,,,,
2018-06-21,22:50:00,25.647,99.731,25.261,,,,
2018-06-21,22:55:00,25.574,99.817,25.200,,,,
2018-06-21,23:00:00,25.525,99.857,25.157,,,,
2018-06-21,23:05:00,25.501,99.957,25.147,,,,
2018-06-21,23:10:00,25.477,100.000,25.130,,,,
2018-06-21,23:15:00,25.453,100.000,25.120,,,,
2018-06-21,23:20:00,25.404,100.000,25.077,,,,
2018-06-21,23:25:00,25.380,100.000,25.067,,,,
2018-06-21,23:30:00,25.331,100.000,25.024,,,,
2018-06-21,23:35:00,25.283,100.000,24.981,,,,
2018-06-21,23:40:00,25.210,100.000,24.912,,,,
2018-06-21,23:45:00,25.186,100.000,24.902,,,,
2018-06-21,23:50:00,25.137,100.000,24.859,,,,
2018-06-21,23:55:00,25.089,100.000,24.812,,,,
2018-06-22,00:00:00,25.040,100.000,24.773,,,,
2018-06-22,00:05:00,25.016,100.000,24.755,,,,
2018-06-22,00:10:00,24.992,100.000,24.738,,,,
2018-06-22,00:15:00,24.992,100.000,24.745,,,,
2018-06-22,00:20:00,24.992,100.000,24.749,,,,
2018-06-22,00:25:00,24.968,100.000,24.728,,,,
2018-06-22,00:30:00,24.968,100.000,24.735,,,,
2018-06-22,00:35:00,24.968,100.000,24.739,,,,
2018-06-22,00:40:00,24.968,100.000,24.743,,,,
2018-06-22,00:45:00,24.968,100.000,24.750,,,,
2018-06-22,00:50:00,24.944,100.000,24.729,,,,
2018-06-22,00:55:00,24.919,100.000,24.707,,,,
2018-06-22,01:00:00,24.919,100.000,24.715,,,,
2018-06-22,01:05:00,24.895,100.000,24.697,,,,
2018-06-22,01:10:00,24.895,100.000,24.697,,,,
2018-06-22,01:15:00,24.871,100.000,24.672,,,,
2018-06-22,01:20:00,24.871,100.000,24.679,,,,
2018-06-22,01:25:00,24.871,100.000,24.679,,,,
2018-06-22,01:30:00,24.871,100.000,24.687,,,,
2018-06-22,01:35:00,24.871,100.000,24.687,,,,
2018-06-22,01:40:00,24.919,100.000,24.737,,,,
2018-06-22,01:45:00,24.944,100.000,24.766,,,,
2018-06-22,01:50:00,24.968,100.000,24.792,,,,
2018-06-22,01:55:00,24.968,100.000,24.795,,,,
2018-06-22,02:00:00,24.944,100.000,24.766,,,,
2018-06-22,02:05:00,24.919,100.000,24.749,,,,
2018-06-22,02:10:00,24.919,100.000,24.752,,,,
2018-06-22,02:15:00,24.919,100.000,24.756,,,,
2018-06-22,02:20:00,24.919,100.000,24.752,,,,
2018-06-22,02:25:00,24.871,100.000,24.709,,,,
2018-06-22,02:30:00,24.871,100.000,24.713,,,,
2018-06-22,02:35:00,24.847,100.000,24.691,,,,
2018-06-22,02:40:00,24.798,100.000,24.641,,,,
2018-06-22,02:45:00,24.726,100.000,24.572,,,,
2018-06-22,02:50:00,24.653,100.000,24.504,,,,
2018-06-22,02:55:00,24.605,100.000,24.453,,,,
2018-06-22,03:00:00,24.557,100.000,24.410,,,,
2018-06-22,03:05:00,24.484,100.000,24.342,,,,
2018-06-22,03:10:00,24.460,100.000,24.324,,,,
2018-06-22,03:15:00,24.532,100.000,24.400,,,,
2018-06-22,03:20:00,24.532,100.000,24.400,,,,
2018-06-22,03:25:00,24.557,100.000,24.429,,,,
2018-06-22,03:30:00,24.532,100.000,24.407,,,,
2018-06-22,03:35:00,24.532,100.000,24.407,,,,
2018-06-22,03:40:00,24.532,100.000,24.407,,,,
2018-06-22,03:45:00,24.557,100.000,24.436,,,,
2018-06-22,03:50:00,24.532,100.000,24.415,,,,
2018-06-22,03:55:00,24.508,100.000,24.389,,,,
2018-06-22,04:00:00,24.436,100.000,24.317,,,,
2018-06-22,04:05:00,24.412,100.000,24.296,,,,
2018-06-22,04:10:00,24.363,100.000,24.253,,,,
2018-06-22,04:15:00,24.339,100.000,24.227,,,,
2018-06-22,04:20:00,24.291,100.000,24.184,,,,
2018-06-22,04:25:00,24.291,100.000,24.184,,,,
2018-06-22,04:30:00,24.291,100.000,24.188,,,,
2018-06-22,04:35:00,24.291,100.000,24.192,,,,
2018-06-22,04:40:00,24.267,100.000,24.166,,,,
2018-06-22,04:45:00,24.219,100.000,24.123,,,,
2018-06-22,04:50:00,24.171,100.000,24.073,,,,
2018-06-22,04:55:00,24.171,100.000,24.076,,,,
2018-06-22,05:00:00,24.098,100.000,24.004,,,,
2018-06-22,05:05:00,24.074,100.000,23.979,,,,
2018-06-22,05:10:00,24.050,100.000,23.958,,,,
2018-06-22,05:15:00,24.002,100.000,23.911,,,,
2018-06-22,05:20:00,24.002,100.000,23.914,,,,
2018-06-22,05:25:00,24.050,100.000,23.969,,,,
2018-06-22,05:30:00,24.026,100.000,23.943,,,,
2018-06-22,05:35:00,24.026,100.000,23.943,,,,
2018-06-22,05:40:00,23.954,100.000,23.868,,,,
2018-06-22,05:45:00,23.857,100.000,23.774,,,,
2018-06-22,05:50:00,23.809,100.000,23.731,,,,
2018-06-22,05:55:00,23.785,100.000,23.706,,,,
2018-06-22,06:00:00,23.761,100.000,23.681,,,,
2018-06-22,06:05:00,23.785,100.000,23.709,,,,
2018-06-22,06:10:00,23.785,100.000,23.713,,,,
2018-06-22,06:15:00,23.737,100.000,23.663,,,,
2018-06-22,06:20:00,23.665,100.000,23.594,,,,
2018-06-22,06:25:00,23.665,100.000,23.594,,,,
2018-06-22,06:30:00,23.641,100.000,23.573,,,,
2018-06-22,06:35:00,23.617,100.000,23.551,,,,
2018-06-22,06:40:00,23.593,100.000,23.526,,,,
2018-06-22,06:45:00,23.617,100.000,23.551,,,,
2018-06-22,06:50:00,23.641,100.000,23.577,,,,
2018-06-22,06:55:00,23.689,100.000,23.627,,,,
2018-06-22,07:00:00,23.761,100.000,23.703,,,,
2018-06-22,07:05:00,23.857,100.000,23.796,,,,
2018-06-22,07:10:00,23.954,100.000,23.897,,,,
2018-06-22,07:15:00,24.050,100.000,23.991,,,,
2018-06-22,07:20:00,24.171,100.000,24.117,,,,
2018-06-22,07:25:00,24.291,100.000,24.236,,,,
2018-06-22,07:30:00,24.436,100.000,24.380,,,,
2018-06-22,07:35:00,24.629,100.000,24.575,,,,
2018-06-22,07:40:00,24.798,100.000,24.745,,,,
2018-06-22,07:45:00,24.968,100.000,24.911,,,,
2018-06-22,07:50:00,25.089,100.000,25.034,,,,
2018-06-22,07:55:00,25.210,100.000,25.154,,,,
2018-06-22,08:00:00,25.380,100.000,25.324,,,,
2018-06-22,08:05:00,25.550,100.000,25.495,,,,
2018-06-22,08:10:00,25.647,100.000,25.589,,,,
2018-06-22,08:15:00,25.841,100.000,25.781,,,,
2018-06-22,08:20:00,25.939,100.000,25.880,,,,
2018-06-22,08:25:00,26.134,100.000,26.076,,,,
2018-06-22,08:30:00,26.304,100.000,26.240,,,,
2018-06-22,08:35:00,26.353,100.000,26.287,,,,
2018-06-22,08:40:00,26.451,100.000,26.386,,,,
2018-06-22,08:45:00,26.524,100.000,26.455,,,,
2018-06-22,08:50:00,26.622,100.000,26.550,,,,
2018-06-22,08:55:00,26.573,100.000,26.499,,,,
2018-06-22,09:00:00,26.622,100.000,26.550,,,,
2018-06-22,09:05:00,26.720,100.000,26.645,,,,
2018-06-22,09:10:00,27.038,100.000,26.963,,,,
2018-06-22,09:15:00,27.308,100.000,27.227,,,,
2018-06-22,09:20:00,27.579,100.000,27.491,,,,
2018-06-22,09:25:00,27.924,100.000,27.830,,,,
2018-06-22,09:30:00,28.097,100.000,27.979,,,,
2018-06-22,09:35:00,28.221,100.000,28.093,,,,
2018-06-22,09:40:00,28.320,100.000,28.174,,,,
2018-06-22,09:45:00,28.419,100.000,28.269,,,,
2018-06-22,09:50:00,28.543,100.000,28.380,,,,
2018-06-22,09:55:00,28.617,100.000,28.430,,,,
2018-06-22,10:00:00,28.841,100.000,28.632,,,,
2018-06-22,10:05:00,28.990,100.000,28.724,,,,
2018-06-22,10:10:00,29.140,100.000,28.824,,,,
2018-06-22,10:15:00,29.340,99.645,28.960,,,,
2018-06-22,10:20:00,29.590,99.334,29.164,,,,
2018-06-22,10:25:00,29.865,98.541,29.319,,,,
2018-06-22,10:30:00,30.293,97.674,29.612,,,,
2018-06-22,10:35:00,30.900,95.692,29.904,,,,
2018-06-22,10:40:00,31.561,94.059,30.296,,,,
2018-06-22,10:45:00,31.765,92.462,30.232,,,,
2018-06-22,10:50:00,32.073,91.694,30.407,,,,
2018-06-22,10:55:00,32.330,91.051,30.551,,,,
2018-06-22,11:00:00,32.846,89.273,30.750,,,,
2018-06-22,11:05:00,32.768,88.456,30.528,,,,
2018-06-22,11:10:00,32.433,88.550,30.212,,,,
2018-06-22,11:15:00,32.201,88.383,29.953,,,,
2018-06-22,11:20:00,32.021,87.257,29.573,,,,
2018-06-22,11:25:00,32.227,87.217,29.768,,,,
2018-06-22,11:30:00,32.073,86.724,29.526,,,,
2018-06-22,11:35:00,31.868,88.306,29.610,,,,
2018-06-22,11:40:00,32.047,87.005,29.552,,,,
2018-06-22,11:45:00,32.253,85.931,29.558,,,,
2018-06-22,11:50:00,32.227,86.126,29.569,,,,
2018-06-22,11:55:00,32.484,86.155,29.828,,,,
2018-06-22,12:00:00,32.691,85.480,29.906,,,,
2018-06-22,12:05:00,32.639,84.862,29.739,,,,
2018-06-22,12:10:00,32.536,85.273,29.714,,,,
2018-06-22,12:15:00,32.458,85.746,29.726,,,,
2018-06-22,12:20:00,32.355,85.550,29.589,,,,
2018-06-22,12:25:00,32.330,85.285,29.514,,,,
2018-06-22,12:30:00,32.484,84.885,29.591,,,,
2018-06-22,12:35:00,33.209,82.891,29.923,,,,
2018-06-22,12:40:00,34.836,79.961,30.932,,,,
2018-06-22,12:45:00,36.661,72.588,31.106,,,,
2018-06-22,12:50:00,38.226,66.749,31.201,,,,
2018-06-22,12:55:00,39.516,63.670,31.626,,,,
2018-06-22,13:00:00,40.228,60.835,31.521,,,,
2018-06-22,13:05:00,39.686,61.908,31.309,,,,
2018-06-22,13:10:00,38.896,61.944,30.574,,,,
2018-06-22,13:15:00,37.783,60.748,29.197,,,,
2018-06-22,13:20:00,36.417,67.910,29.765,,,,
2018-06-22,13:25:00,35.315,70.746,29.387,,,,
2018-06-22,13:30:00,34.757,73.789,29.541,,,,
2018-06-22,13:35:00,34.572,74.844,29.594,,,,
2018-06-22,13:40:00,35.770,68.667,29.330,,,,
2018-06-22,13:45:00,37.590,60.942,29.069,,,,
2018-06-22,13:50:00,37.921,61.792,29.614,,,,
2018-06-22,13:55:00,37.590,64.785,30.095,,,,
2018-06-22,14:00:00,37.288,61.693,28.990,,,,
2018-06-22,14:05:00,36.960,64.145,29.331,,,,
2018-06-22,14:10:00,36.444,68.257,29.875,,,,
2018-06-22,14:15:00,36.851,65.544,29.588,,,,
2018-06-22,14:20:00,38.032,63.115,30.074,,,,
2018-06-22,14:25:00,39.149,56.759,29.330,,,,
2018-06-22,14:30:00,40.631,54.943,30.154,,,,
2018-06-22,14:35:00,41.736,49.722,29.459,,,,
2018-06-22,14:40:00,42.624,50.837,30.654,,,,
2018-06-22,14:45:00,43.254,48.972,30.582,,,,
2018-06-22,14:50:00,43.465,46.600,29.911,,,,
2018-06-22,14:55:00,43.435,45.748,29.564,,,,
2018-06-22,15:00:00,43.586,46.953,30.152,,,,
2018-06-22,15:05:00,43.647,44.990,29.465,,,,
2018-06-22,15:10:00,42.983,47.793,29.913,,,,
2018-06-22,15:15:00,42.624,48.289,29.764,,,,
2018-06-22,15:20:00,42.297,48.316,29.476,,,,
2018-06-22,15:25:00,42.416,48.935,29.804,,,,
2018-06-22,15:30:00,42.327,48.992,29.743,,,,
2018-06-22,15:35:00,41.972,51.453,30.264,,,,
2018-06-22,15:40:00,41.795,53.454,30.759,,,,
2018-06-22,15:45:00,40.516,56.335,30.475,,,,
2018-06-22,15:50:00,38.840,61.199,30.316,,,,
2018-06-22,15:55:00,37.453,65.235,30.081,,,,
2018-06-22,16:00:00,36.335,67.553,29.600,,,,
2018-06-22,16:05:00,35.689,69.025,29.339,,,,
2018-06-22,16:10:00,35.208,70.911,29.323,,,,
2018-06-22,16:15:00,34.942,71.231,29.141,,,,
2018-06-22,16:20:00,34.942,70.126,28.885,,,,
2018-06-22,16:25:00,34.889,70.393,28.896,,,,
2018-06-22,16:30:00,34.995,70.043,28.916,,,,
2018-06-22,16:35:00,34.783,70.712,28.868,,,,
2018-06-22,16:40:00,34.545,71.679,28.862,,,,
2018-06-22,16:45:00,34.360,72.864,28.952,,,,
2018-06-22,16:50:00,33.835,72.705,28.410,,,,
2018-06-22,16:55:00,33.365,73.950,28.232,,,,
2018-06-22,17:00:00,33.157,74.634,28.180,,,,
2018-06-22,17:05:00,32.975,75.830,28.261,,,,
2018-06-22,17:10:00,32.794,76.393,28.205,,,,
2018-06-22,17:15:00,32.536,75.535,27.772,,,,
2018-06-22,17:20:00,32.278,75.993,27.620,,,,
2018-06-22,17:25:00,32.124,76.052,27.483,,,,
2018-06-22,17:30:00,32.124,76.202,27.514,,,,
2018-06-22,17:35:00,32.073,76.191,27.462,,,,
2018-06-22,17:40:00,32.175,74.896,27.287,,,,
2018-06-22,17:45:00,32.562,74.429,27.560,,,,
2018-06-22,17:50:00,32.949,73.418,27.714,,,,
2018-06-22,17:55:00,33.157,72.700,27.756,,,,
2018-06-22,18:00:00,32.924,72.384,27.460,,,,
2018-06-22,18:05:00,32.407,74.730,27.475,,,,
2018-06-22,18:10:00,31.919,75.265,27.117,,,,
2018-06-22,18:15:00,31.535,76.473,27.000,,,,
2018-06-22,18:20:00,31.230,77.421,26.899,,,,
2018-06-22,18:25:00,30.976,78.198,26.810,,,,
2018-06-22,18:30:00,30.748,78.741,26.698,,,,
2018-06-22,18:35:00,30.722,79.088,26.743,,,,
2018-06-22,18:40:00,30.925,80.391,27.199,,,,
2018-06-22,18:45:00,31.026,80.558,27.331,,,,
2018-06-22,18:50:00,31.026,78.650,26.951,,,,
2018-06-22,18:55:00,30.950,79.106,26.968,,,,
2018-06-22,19:00:00,30.900,78.654,26.828,,,,
2018-06-22,19:05:00,30.798,78.191,26.636,,,,
2018-06-22,19:10:00,30.798,78.457,26.690,,,,
2018-06-22,19:15:00,30.596,78.563,26.514,,,,
2018-06-22,19:20:00,30.318,78.594,26.250,,,,
2018-06-22,19:25:00,30.041,79.535,26.167,,,,
2018-06-22,19:30:00,29.790,80.766,26.163,,,,
2018-06-22,19:35:00,29.540,81.092,25.981,,,,
2018-06-22,19:40:00,29.315,82.173,25.967,,,,
2018-06-22,19:45:00,29.040,82.720,25.801,,,,
2018-06-22,19:50:00,28.742,83.862,25.721,,,,
2018-06-22,19:55:00,28.468,85.030,25.666,,,,
2018-06-22,20:00:00,28.171,85.334,25.428,,,,
2018-06-22,20:05:00,27.899,86.039,25.287,,,,
2018-06-22,20:10:00,27.604,86.537,25.083,,,,
2018-06-22,20:15:00,27.407,87.225,25.010,,,,
2018-06-22,20:20:00,27.210,87.910,24.934,,,,
2018-06-22,20:25:00,27.038,88.290,24.830,,,,
2018-06-22,20:30:00,26.842,88.775,24.719,,,,
2018-06-22,20:35:00,26.622,89.614,24.643,,,,
2018-06-22,20:40:00,26.426,89.512,24.432,,,,
2018-06-22,20:45:00,26.329,90.210,24.452,,,,
2018-06-22,20:50:00,26.207,90.982,24.458,,,,
2018-06-22,20:55:00,26.085,91.255,24.382,,,,
2018-06-22,21:00:00,25.963,91.528,24.306,,,,
2018-06-22,21:05:00,25.841,91.856,24.238,,,,
2018-06-22,21:10:00,25.744,92.489,24.244,,,,
2018-06-22,21:15:00,25.647,92.957,24.222,,,,
2018-06-22,21:20:00,25.550,93.423,24.200,,,,
2018-06-22,21:25:00,25.404,93.169,24.014,,,,
2018-06-22,21:30:00,25.283,93.629,23.966,,,,
2018-06-22,21:35:00,25.162,93.924,23.892,,,,
2018-06-22,21:40:00,25.065,94.549,23.893,,,,
2018-06-22,21:45:00,25.016,94.807,23.885,,,,
2018-06-22,21:50:00,24.968,94.849,23.843,,,,
2018-06-22,21:55:00,24.968,95.334,23.918,,,,
2018-06-22,22:00:00,24.919,95.645,23.917,,,,
2018-06-22,22:05:00,24.871,95.955,23.917,,,,
2018-06-22,22:10:00,24.847,96.163,23.924,,,,
2018-06-22,22:15:00,24.823,96.264,23.915,,,,
2018-06-22,22:20:00,24.798,96.579,23.939,,,,
2018-06-22,22:25:00,24.726,96.668,23.880,,,,
2018-06-22,22:30:00,24.702,97.196,23.935,,,,
2018-06-22,22:35:00,24.629,97.230,23.868,,,,
2018-06-22,22:40:00,24.557,97.318,23.808,,,,
2018-06-22,22:45:00,24.508,97.571,23.798,,,,
2018-06-22,22:50:00,24.484,97.884,23.820,,,,
2018-06-22,22:55:00,24.508,98.209,23.893,,,,
2018-06-22,23:00:00,24.532,98.481,23.957,,,,
2018-06-22,23:05:00,24.532,98.534,23.965,,,,
2018-06-22,23:10:00,24.436,98.349,23.841,,,,
2018-06-22,23:15:00,24.363,98.383,23.773,,,,
2018-06-22,23:20:00,24.291,98.470,23.713,,,,
2018-06-22,23:25:00,24.243,98.537,23.675,,,,
2018-06-22,23:30:00,24.195,98.577,23.632,,,,
2018-06-22,23:35:00,24.122,98.690,23.576,,,,
2018-06-22,23:40:00,24.122,98.927,23.611,,,,
2018-06-22,23:45:00,24.195,99.237,23.729,,,,
2018-06-22,23:50:00,24.243,99.408,23.802,,,,
2018-06-22,23:55:00,24.267,99.520,23.843,,,,
2018-06-23,00:00:00,24.267,99.625,23.858,,,,
2018-06-23,00:05:00,24.267,99.678,23.866,,,,
2018-06-23,00:10:00,24.243,99.698,23.845,,,,
2018-06-23,00:15:00,24.243,99.751,23.852,,,,
2018-06-23,00:20:00,24.219,99.797,23.835,,,,
2018-06-23,00:25:00,24.195,99.869,23.821,,,,
2018-06-23,00:30:00,24.195,99.922,23.828,,,,
2018-06-23,00:35:00,24.171,99.994,23.815,,,,
2018-06-23,00:40:00,24.171,100.000,23.834,,,,
2018-06-23,00:45:00,24.195,100.000,23.874,,,,
2018-06-23,00:50:00,24.195,100.000,23.882,,,,
2018-06-23,00:55:00,24.195,100.000,23.889,,,,
2018-06-23,01:00:00,24.195,100.000,23.900,,,,
2018-06-23,01:05:00,24.195,100.000,23.912,,,,
2018-06-23,01:10:00,24.195,100.000,23.923,,,,
2018-06-23,01:15:00,24.195,100.000,23.934,,,,
2018-06-23,01:20:00,24.219,100.000,23.967,,,,
2018-06-23,01:25:00,24.219,100.000,23.974,,,,
2018-06-23,01:30:00,24.219,100.000,23.978,,,,
2018-06-23,01:35:00,24.243,100.000,24.015,,,,
2018-06-23,01:40:00,24.267,100.000,24.047,,,,
2018-06-23,01:45:00,24.267,100.000,24.047,,,,
2018-06-23,01:50:00,24.267,100.000,24.055,,,,
2018-06-23,01:55:00,24.267,100.000,24.062,,,,
2018-06-23,02:00:00,24.291,100.000,24.091,,,,
2018-06-23,02:05:00,24.267,100.000,24.070,,,,
2018-06-23,02:10:00,24.267,100.000,24.077,,,,
2018-06-23,02:15:00,24.291,100.000,24.103,,,,
2018-06-23,02:20:00,24.267,100.000,24.085,,,,
2018-06-23,02:25:00,24.291,100.000,24.117,,,,
2018-06-23,02:30:00,24.243,100.000,24.067,,,,
2018-06-23,02:35:00,24.219,100.000,24.049,,,,
2018-06-23,02:40:00,24.195,100.000,24.028,,,,
2018-06-23,02:45:00,24.171,100.000,24.006,,,,
