installation,plot_id,invaded,location,date,collection_method,species,life_stage,count,drag_time,notes
silversprings,n-1,n,SE,20190405,trap,NA,nymph,0,NA,NA
avon park,n-1,n,NW,20190411,trap,NA,nymph,0,NA,"aka a-1 invaded, recently sprayed"
avon park,n-1,n,NE,20190411,trap,NA,nymph,0,NA,NA
avon park,n-1,n,SW,20190411,trap,NA,nymph,0,NA,NA
avon park,n-1,n,SE,20190411,trap,NA,nymph,0,NA,NA
hancock,n-1,n,NW,20190418,trap,NA,nymph,0,NA,NA
hancock,n-1,n,NE,20190418,trap,NA,nymph,0,NA,NA
hancock,n-1,n,SW,20190418,trap,NA,nymph,0,NA,NA
hancock,n-1,n,SE,20190418,trap,NA,nymph,0,NA,NA
munson,n-1,n,NW,20190501,trap,NA,nymph,3,NA,NA
munson,n-1,n,NW,20190501,trap,NA,adult,1,NA,NA
munson,n-1,n,NE,20190501,trap,NA,nymph,4,NA,NA
munson,n-1,n,NE,20190501,trap,NA,adult,6,NA,NA
munson,n-1,n,SW,20190501,trap,NA,nymph,5,NA,NA
munson,n-1,n,SW,20190501,trap,NA,adult,3,NA,NA
munson,n-1,n,SE,20190501,trap,NA,nymph,5,NA,NA
munson,n-1,n,SE,20190501,trap,NA,adult,4,NA,NA
riversedge,n-1,n,NW,20190501,trap,NA,nymph,1,NA,NA
riversedge,n-1,n,NE,20190501,trap,NA,nymph,0,NA,NA
riversedge,n-1,n,SW,20190501,trap,NA,nymph,0,NA,NA
riversedge,n-1,n,SE,20190501,trap,NA,nymph,0,NA,NA
wes,n-1,n,NW,20190424,trap,NA,nymph,0,NA,NA
wes,n-1,n,NE,20190424,trap,NA,nymph,0,NA,NA
wes,n-1,n,SW,20190424,trap,NA,nymph,0,NA,NA
wes,n-1,n,SE,20190424,trap,NA,nymph,0,NA,NA
seay,n-1,n,NW,20190424,trap,NA,nymph,0,NA,NA
seay,n-1,n,NE,20190424,trap,NA,nymph,0,NA,NA
seay,n-1,n,SW,20190424,trap,NA,nymph,0,NA,NA
seay,n-1,n,SE,20190424,trap,NA,nymph,0,NA,NA
silversprings,n-1,n,N,20190426,trap,NA,nymph,0,NA,NA
silversprings,n-1,n,S,20190426,trap,NA,nymph,1,NA,NA
silversprings,n-1,n,E,20190426,trap,NA,nymph,0,NA,NA
silversprings,n-1,n,W,20190426,trap,NA,nymph,0,NA,NA
brown,n-2,n,NW,20190426,trap,NA,nymph,0,NA,NA
brown,n-2,n,NE,20190426,trap,NA,nymph,0,NA,NA
brown,n-2,n,SW,20190426,trap,NA,nymph,0,NA,NA
brown,n-2,n,SE,20190426,trap,NA,adult,2,NA,NA
brown,n-2,n,SE,20190426,trap,NA,nymph,1,NA,NA
hancock,i-3,y,NW,20190508,trap,NA,nymph,0,NA,NA
hancock,i-3,y,NE,20190508,trap,NA,nymph,0,NA,NA
hancock,i-3,y,SW,20190508,trap,NA,nymph,0,NA,NA
hancock,i-3,y,SE,20190508,trap,NA,nymph,0,NA,NA
hancock,i-4,y,NW,20190508,trap,NA,nymph,0,NA,NA
hancock,i-4,y,NE,20190508,trap,NA,adult,1,NA,NA
hancock,i-4,y,SW,20190508,trap,NA,nymph,0,NA,NA
hancock,i-4,y,SE,20190508,trap,NA,nymph,0,NA,NA
hancock,n-2,n,NW,20190508,trap,NA,nymph,0,NA,NA
hancock,n-2,n,NE,20190508,trap,NA,nymph,0,NA,NA
hancock,n-2,n,SW,20190508,trap,NA,nymph,0,NA,NA
hancock,n-2,n,SE,20190508,trap,NA,nymph,0,NA,NA
hancock,n-1,n,NW,20190508,trap,NA,nymph,0,NA,NA
hancock,n-1,n,NE,20190508,trap,NA,nymph,0,NA,NA
hancock,n-1,n,SW,20190508,trap,NA,nymph,0,NA,NA
hancock,n-1,n,SE,20190508,trap,NA,nymph,0,NA,NA
peaceriver,i-4,y,NW,20190508,trap,NA,nymph,0,NA,NA
peaceriver,i-4,y,NE,20190508,trap,NA,nymph,0,NA,NA
peaceriver,i-4,y,SW,20190508,trap,NA,nymph,0,NA,NA
peaceriver,i-4,y,SE,20190508,trap,NA,nymph,0,NA,NA
peaceriver,i-5,y,NW,20190508,trap,NA,nymph,0,NA,NA
peaceriver,i-5,y,NE,20190508,trap,NA,nymph,0,NA,NA
peaceriver,i-5,y,SW,20190508,trap,NA,nymph,0,NA,NA
peaceriver,i-5,y,SE,20190508,trap,NA,nymph,0,NA,NA
peaceriver,n-1,n,NW,20190508,trap,NA,nymph,0,NA,NA
peaceriver,n-1,n,NE,20190508,trap,NA,nymph,0,NA,NA
peaceriver,n-1,n,SW,20190508,trap,NA,nymph,0,NA,NA
peaceriver,n-1,n,SE,20190508,trap,NA,nymph,0,NA,NA
silversprings,i-1,y,C,20190517,trap,NA,nymph,0,NA,NA
silversprings,i-1,y,N,20190517,trap,NA,nymph,2,NA,NA
silversprings,i-1,y,S,20190517,trap,NA,nymph,2,NA,NA
silversprings,i-1,y,SW,20190517,trap,NA,nymph,5,NA,NA
silversprings,n-1,n,N,20190517,trap,NA,nymph,0,NA,NA
silversprings,n-1,n,S,20190517,trap,NA,nymph,1,NA,NA
silversprings,n-1,n,S,20190517,trap,NA,adult,2,NA,NA
silversprings,n-1,n,E,20190517,trap,NA,nymph,0,NA,NA
silversprings,n-1,n,W,20190517,trap,NA,nymph,0,NA,NA
brown,n-3,n,NW,20190517,trap,NA,nymph,2,NA,NA
brown,n-3,n,NW,20190517,trap,NA,adult,2,NA,NA
brown,n-3,n,NE,20190517,trap,NA,nymph,1,NA,NA
brown,n-3,n,NE,20190517,trap,NA,adult,3,NA,NA
brown,n-3,n,SW,20190517,trap,NA,nymph,0,NA,NA
brown,n-3,n,SE,20190517,trap,NA,nymph,0,NA,NA
brown,i-3,y,NW,20190517,trap,NA,nymph,1,NA,NA
brown,i-3,y,NW,20190517,trap,NA,adult,1,NA,NA
brown,i-3,y,NE,20190517,trap,NA,nymph,0,NA,NA
brown,i-3,y,SW,20190517,trap,NA,nymph,9,NA,NA
brown,i-3,y,SW,20190517,trap,NA,adult,3,NA,NA
brown,i-3,y,SE,20190517,trap,NA,adult,1,NA,NA
brown,i-2,y,NW,20190517,trap,NA,adult,1,NA,NA
brown,i-2,y,NE,20190517,trap,NA,nymph,0,NA,NA
brown,i-2,y,SW,20190517,trap,NA,nymph,2,NA,NA
brown,i-2,y,SE,20190517,trap,NA,nymph,5,NA,NA
brown,i-2,y,SE,20190517,trap,NA,adult,1,NA,NA
brown,n-2,n,N,20190517,trap,NA,nymph,3,NA,NA
brown,n-2,n,S,20190517,trap,NA,nymph,1,NA,NA
brown,n-2,n,S,20190517,trap,NA,adult,1,NA,NA
brown,n-2,n,E,20190517,trap,NA,nymph,0,NA,NA
brown,n-2,n,W,20190517,trap,NA,nymph,1,NA,NA
brown,n-2,n,W,20190517,trap,NA,adult,2,NA,NA
seay,n-2,n,NW,20190515,trap,NA,nymph,2,NA,NA
seay,n-2,n,NW,20190515,trap,NA,adult,1,NA,NA
seay,n-2,n,NE,20190515,trap,NA,nymph,0,NA,NA
seay,n-2,n,SW,20190515,trap,NA,nymph,3,NA,NA
seay,n-2,n,SW,20190515,trap,NA,adult,1,NA,NA
seay,n-2,n,SE,20190515,trap,NA,nymph,0,NA,NA
seay,i-2,y,NW,20190515,trap,NA,nymph,0,NA,NA
seay,i-2,y,NE,20190515,trap,NA,nymph,0,NA,NA
seay,i-2,y,SW,20190515,trap,NA,nymph,0,NA,NA
seay,i-2,y,SE,20190515,trap,NA,nymph,0,NA,NA
wes,i-1,y,E,20190515,trap,NA,nymph,1,NA,NA
wes,i-1,y,NE,20190515,trap,NA,adult,1,NA,NA
wes,i-1,y,S,20190515,trap,NA,nymph,9,NA,NA
wes,i-1,y,SW,20190515,trap,NA,nymph,0,NA,NA
wes,i-3,y,NW,20190515,trap,NA,nymph,1,NA,NA
wes,i-3,y,NE,20190515,trap,NA,nymph,0,NA,NA
wes,i-3,y,SW,20190515,trap,NA,nymph,0,NA,NA
wes,i-3,y,SE,20190515,trap,NA,nymph,1,NA,NA
wes,i-3,y,extra,20190515,extra,NA,adult,1,NA,NA
wes,n-1,n,N,20190515,trap,NA,nymph,12,NA,NA
wes,n-1,n,N,20190515,trap,NA,adult,1,NA,NA
wes,n-1,n,E,20190515,trap,NA,adult,1,NA,NA
wes,n-1,n,S,20190515,trap,NA,nymph,0,NA,NA
wes,n-1,n,W,20190515,trap,NA,nymph,0,NA,NA
