date,status,logger_id,days,rh_above_82_mins,rh_80_82_mins,rh_below_75_mins,rh_below_80_mins
2018-11-20,invaded,06,152,1440,0,0,0
2018-11-20,invaded,07,152,1440,0,0,0
2018-11-20,invaded,10,152,1440,0,0,0
2018-11-20,invaded,11,152,1440,0,0,0
2018-11-20,invaded,12,152,1440,0,0,0
2018-11-20,native,13,152,1440,0,0,0
2018-11-20,native,14,152,1440,0,0,0
2018-11-20,native,15,152,1440,0,0,0
2018-11-20,native,16,152,1440,0,0,0
2018-11-20,native,17,152,1440,0,0,0
2018-11-20,native,19,152,330,430,480,680
2018-11-20,native,20,152,1440,0,0,0
2018-11-20,native,21,152,1440,0,0,0
2018-11-20,native,23,152,95,20,1145,1325
2018-11-20,native,24,152,1440,0,0,0
2018-11-21,invaded,04,153,1440,0,0,0
2018-11-21,invaded,06,153,1440,0,0,0
2018-11-21,invaded,07,153,1440,0,0,0
2018-11-21,invaded,10,153,1095,80,0,265
2018-11-21,invaded,11,153,1440,0,0,0
2018-11-21,invaded,12,153,1420,15,0,5
2018-11-21,native,13,153,1175,10,185,255
2018-11-21,native,14,153,1305,55,0,80
2018-11-21,native,15,153,1440,0,0,0
2018-11-21,native,16,153,1440,0,0,0
2018-11-21,native,17,153,1270,20,65,150
2018-11-21,native,19,153,300,145,740,995
2018-11-21,native,20,153,1415,25,0,0
2018-11-21,native,21,153,1440,0,0,0
2018-11-21,native,23,153,255,95,915,1090
2018-11-21,native,24,153,1440,0,0,0
2018-11-22,invaded,04,154,1440,0,0,0
2018-11-22,invaded,06,154,1440,0,0,0
2018-11-22,invaded,07,154,1440,0,0,0
2018-11-22,invaded,10,154,690,70,540,680
2018-11-22,invaded,11,154,1440,0,0,0
2018-11-22,invaded,12,154,1355,85,0,0
2018-11-22,native,13,154,1440,0,0,0
2018-11-22,native,14,154,1440,0,0,0
2018-11-22,native,15,154,1440,0,0,0
2018-11-22,native,16,154,1440,0,0,0
2018-11-22,native,17,154,1440,0,0,0
2018-11-22,native,19,154,245,55,935,1140
2018-11-22,native,20,154,1440,0,0,0
2018-11-22,native,21,154,1440,0,0,0
2018-11-22,native,23,154,270,105,755,1065
2018-11-22,native,24,154,1440,0,0,0
2018-11-23,invaded,04,155,1440,0,0,0
2018-11-23,invaded,06,155,1440,0,0,0
2018-11-23,invaded,07,155,1440,0,0,0
2018-11-23,invaded,10,155,670,20,695,750
2018-11-23,invaded,11,155,1440,0,0,0
2018-11-23,invaded,12,155,1285,55,10,100
2018-11-23,native,13,155,1365,35,0,40
2018-11-23,native,14,155,1440,0,0,0
2018-11-23,native,15,155,1440,0,0,0
2018-11-23,native,16,155,1440,0,0,0
2018-11-23,native,17,155,1340,15,15,85
2018-11-23,native,19,155,335,20,935,1085
2018-11-23,native,20,155,1440,0,0,0
2018-11-23,native,21,155,1440,0,0,0
2018-11-23,native,23,155,910,130,235,400
2018-11-23,native,24,155,1440,0,0,0
2018-11-24,invaded,04,156,1440,0,0,0
2018-11-24,invaded,06,156,1440,0,0,0
2018-11-24,invaded,07,156,1440,0,0,0
2018-11-24,invaded,10,156,1440,0,0,0
2018-11-24,invaded,11,156,1440,0,0,0
2018-11-24,invaded,12,156,1440,0,0,0
2018-11-24,native,13,156,1350,45,0,45
2018-11-24,native,14,156,1440,0,0,0
2018-11-24,native,15,156,1440,0,0,0
2018-11-24,native,16,156,1440,0,0,0
2018-11-24,native,17,156,1425,15,0,0
2018-11-24,native,19,156,370,5,995,1065
2018-11-24,native,20,156,1440,0,0,0
2018-11-24,native,21,156,1440,0,0,0
2018-11-24,native,23,156,1440,0,0,0
2018-11-24,native,24,156,1440,0,0,0
2018-11-25,invaded,04,157,1440,0,0,0
2018-11-25,invaded,06,157,1440,0,0,0
2018-11-25,invaded,07,157,1440,0,0,0
2018-11-25,invaded,10,157,1440,0,0,0
2018-11-25,invaded,11,157,1440,0,0,0
2018-11-25,invaded,12,157,1440,0,0,0
2018-11-25,native,13,157,1440,0,0,0
2018-11-25,native,14,157,1440,0,0,0
2018-11-25,native,15,157,1440,0,0,0
2018-11-25,native,16,157,1440,0,0,0
2018-11-25,native,17,157,1440,0,0,0
2018-11-25,native,19,157,160,60,885,1220
2018-11-25,native,20,157,1440,0,0,0
2018-11-25,native,21,157,1440,0,0,0
2018-11-25,native,23,157,1440,0,0,0
2018-11-25,native,24,157,1440,0,0,0
2018-11-26,invaded,04,158,1440,0,0,0
2018-11-26,invaded,06,158,1440,0,0,0
2018-11-26,invaded,07,158,1440,0,0,0
2018-11-26,invaded,10,158,1440,0,0,0
2018-11-26,invaded,11,158,1440,0,0,0
2018-11-26,invaded,12,158,1440,0,0,0
2018-11-26,native,13,158,1440,0,0,0
2018-11-26,native,14,158,1440,0,0,0
2018-11-26,native,15,158,1440,0,0,0
2018-11-26,native,16,158,1440,0,0,0
2018-11-26,native,17,158,1440,0,0,0
2018-11-26,native,19,158,370,225,690,845
2018-11-26,native,20,158,1440,0,0,0
2018-11-26,native,21,158,1440,0,0,0
2018-11-26,native,23,158,1330,35,15,75
2018-11-26,native,24,158,1440,0,0,0
2018-11-27,invaded,04,159,1440,0,0,0
2018-11-27,invaded,06,159,860,155,35,425
2018-11-27,invaded,07,159,1440,0,0,0
2018-11-27,invaded,10,159,1440,0,0,0
2018-11-27,invaded,11,159,1440,0,0,0
2018-11-27,invaded,12,159,1440,0,0,0
2018-11-27,native,13,159,1440,0,0,0
2018-11-27,native,14,159,1440,0,0,0
2018-11-27,native,15,159,1440,0,0,0
2018-11-27,native,16,159,1440,0,0,0
2018-11-27,native,17,159,1410,20,0,10
2018-11-27,native,20,159,1440,0,0,0
2018-11-27,native,21,159,1440,0,0,0
2018-11-27,native,23,159,225,5,1195,1210
2018-11-27,native,24,159,1440,0,0,0
2018-11-28,invaded,04,160,1440,0,0,0
2018-11-28,invaded,06,160,745,0,695,695
2018-11-28,invaded,07,160,1440,0,0,0
2018-11-28,invaded,10,160,205,280,300,955
2018-11-28,invaded,11,160,1440,0,0,0
2018-11-28,invaded,12,160,1440,0,0,0
2018-11-28,native,13,160,1395,10,0,35
2018-11-28,native,14,160,1430,0,0,10
2018-11-28,native,15,160,1440,0,0,0
2018-11-28,native,16,160,1440,0,0,0
2018-11-28,native,17,160,1290,25,60,125
2018-11-28,native,20,160,1440,0,0,0
2018-11-28,native,21,160,1440,0,0,0
2018-11-28,native,23,160,200,5,1220,1235
2018-11-28,native,24,160,690,55,610,695
2018-11-29,invaded,04,161,1440,0,0,0
2018-11-29,invaded,06,161,1315,125,0,0
2018-11-29,invaded,07,161,1440,0,0,0
2018-11-29,invaded,10,161,470,15,710,955
2018-11-29,invaded,11,161,1440,0,0,0
2018-11-29,invaded,12,161,1440,0,0,0
2018-11-29,native,13,161,1330,20,50,90
2018-11-29,native,14,161,1440,0,0,0
2018-11-29,native,15,161,1440,0,0,0
2018-11-29,native,16,161,1440,0,0,0
2018-11-29,native,17,161,1240,30,90,170
2018-11-29,native,20,161,1435,5,0,0
2018-11-29,native,21,161,1440,0,0,0
2018-11-29,native,23,161,300,5,1120,1135
2018-11-29,native,24,161,505,25,860,910
2018-11-30,invaded,04,162,1440,0,0,0
2018-11-30,invaded,06,162,1440,0,0,0
2018-11-30,invaded,07,162,1440,0,0,0
2018-11-30,invaded,10,162,705,0,730,735
2018-11-30,invaded,11,162,1440,0,0,0
2018-11-30,invaded,12,162,1385,25,5,30
2018-11-30,native,13,162,1155,15,250,270
2018-11-30,native,14,162,1200,20,35,220
2018-11-30,native,15,162,1440,0,0,0
2018-11-30,native,16,162,1435,5,0,0
2018-11-30,native,17,162,1170,15,210,255
2018-11-30,native,19,162,255,10,1165,1175
2018-11-30,native,20,162,1215,40,60,185
2018-11-30,native,21,162,1440,0,0,0
2018-11-30,native,23,162,680,0,760,760
2018-11-30,native,24,162,700,0,740,740
2018-12-01,invaded,04,163,1440,0,0,0
2018-12-01,invaded,06,163,1440,0,0,0
2018-12-01,invaded,07,163,1440,0,0,0
2018-12-01,invaded,10,163,1440,0,0,0
2018-12-01,invaded,11,163,1440,0,0,0
2018-12-01,invaded,12,163,1440,0,0,0
2018-12-01,native,13,163,1440,0,0,0
2018-12-01,native,14,163,1440,0,0,0
2018-12-01,native,15,163,1440,0,0,0
2018-12-01,native,16,163,1440,0,0,0
2018-12-01,native,17,163,1440,0,0,0
2018-12-01,native,20,163,1440,0,0,0
2018-12-01,native,21,163,1440,0,0,0
2018-12-01,native,23,163,1440,0,0,0
2018-12-01,native,24,163,1440,0,0,0
2018-12-02,invaded,04,164,1440,0,0,0
2018-12-02,invaded,05,164,490,135,190,210
2018-12-02,invaded,06,164,1440,0,0,0
2018-12-02,invaded,07,164,1440,0,0,0
2018-12-02,invaded,10,164,1440,0,0,0
2018-12-02,invaded,11,164,1440,0,0,0
2018-12-02,invaded,12,164,1440,0,0,0
2018-12-02,native,13,164,1440,0,0,0
2018-12-02,native,14,164,1440,0,0,0
2018-12-02,native,15,164,1440,0,0,0
2018-12-02,native,16,164,1440,0,0,0
2018-12-02,native,17,164,1440,0,0,0
2018-12-02,native,19,164,65,45,1275,1330
2018-12-02,native,20,164,1440,0,0,0
2018-12-02,native,21,164,1440,0,0,0
2018-12-02,native,23,164,1440,0,0,0
2018-12-02,native,24,164,1440,0,0,0
2018-12-03,invaded,04,165,1440,0,0,0
2018-12-03,invaded,05,165,1295,135,0,10
2018-12-03,invaded,06,165,1440,0,0,0
2018-12-03,invaded,07,165,1440,0,0,0
2018-12-03,invaded,10,165,1440,0,0,0
2018-12-03,invaded,11,165,1440,0,0,0
2018-12-03,invaded,12,165,1440,0,0,0
2018-12-03,native,13,165,1415,5,0,20
2018-12-03,native,14,165,1440,0,0,0
2018-12-03,native,15,165,1440,0,0,0
2018-12-03,native,16,165,1440,0,0,0
2018-12-03,native,17,165,1440,0,0,0
2018-12-03,native,19,165,35,20,1145,1385
2018-12-03,native,20,165,1440,0,0,0
2018-12-03,native,21,165,1440,0,0,0
2018-12-03,native,23,165,1440,0,0,0
2018-12-03,native,24,165,1440,0,0,0
2018-12-04,invaded,04,166,1440,0,0,0
2018-12-04,invaded,05,166,1440,0,0,0
2018-12-04,invaded,06,166,1440,0,0,0
2018-12-04,invaded,07,166,1440,0,0,0
2018-12-04,invaded,10,166,1440,0,0,0
2018-12-04,invaded,11,166,1440,0,0,0
2018-12-04,invaded,12,166,1440,0,0,0
2018-12-04,native,13,166,1305,10,110,125
2018-12-04,native,14,166,1440,0,0,0
2018-12-04,native,15,166,1440,0,0,0
2018-12-04,native,16,166,1440,0,0,0
2018-12-04,native,17,166,1360,35,10,45
2018-12-04,native,19,166,240,140,860,1060
2018-12-04,native,20,166,1440,0,0,0
2018-12-04,native,21,166,1440,0,0,0
2018-12-04,native,23,166,900,50,295,490
2018-12-04,native,24,166,1440,0,0,0
2018-12-05,invaded,04,167,1440,0,0,0
2018-12-05,invaded,05,167,30,10,1205,1400
2018-12-05,invaded,06,167,1440,0,0,0
2018-12-05,invaded,07,167,1440,0,0,0
2018-12-05,invaded,10,167,1440,0,0,0
2018-12-05,invaded,11,167,1440,0,0,0
2018-12-05,invaded,12,167,1440,0,0,0
2018-12-05,native,13,167,1335,10,70,95
2018-12-05,native,14,167,1440,0,0,0
2018-12-05,native,15,167,1440,0,0,0
2018-12-05,native,16,167,1440,0,0,0
2018-12-05,native,17,167,1300,35,35,105
2018-12-05,native,20,167,1440,0,0,0
2018-12-05,native,21,167,1440,0,0,0
2018-12-05,native,23,167,360,25,1010,1055
2018-12-05,native,24,167,750,95,455,595
2018-12-06,invaded,04,168,1440,0,0,0
2018-12-06,invaded,06,168,1440,0,0,0
2018-12-06,invaded,07,168,1440,0,0,0
2018-12-06,invaded,10,168,1440,0,0,0
2018-12-06,invaded,11,168,1440,0,0,0
2018-12-06,invaded,12,168,1440,0,0,0
2018-12-06,native,13,168,1235,15,100,190
2018-12-06,native,14,168,1435,5,0,0
2018-12-06,native,15,168,1440,0,0,0
2018-12-06,native,16,168,1440,0,0,0
2018-12-06,native,17,168,1315,15,45,110
2018-12-06,native,20,168,1440,0,0,0
2018-12-06,native,21,168,1440,0,0,0
2018-12-06,native,23,168,355,5,1035,1080
2018-12-06,native,24,168,305,5,1120,1130
2018-12-07,invaded,04,169,1440,0,0,0
2018-12-07,invaded,06,169,1440,0,0,0
2018-12-07,invaded,07,169,1440,0,0,0
2018-12-07,invaded,10,169,1440,0,0,0
2018-12-07,invaded,11,169,1440,0,0,0
2018-12-07,invaded,12,169,1440,0,0,0
2018-12-07,native,13,169,1185,35,140,220
2018-12-07,native,14,169,1440,0,0,0
2018-12-07,native,15,169,1440,0,0,0
2018-12-07,native,16,169,1440,0,0,0
2018-12-07,native,17,169,1305,35,45,100
2018-12-07,native,20,169,1440,0,0,0
2018-12-07,native,21,169,1440,0,0,0
2018-12-07,native,23,169,485,30,870,925
2018-12-07,native,24,169,375,10,730,740
2018-12-08,invaded,04,170,1440,0,0,0
2018-12-08,invaded,05,170,775,0,425,430
2018-12-08,invaded,06,170,1440,0,0,0
2018-12-08,invaded,07,170,1440,0,0,0
2018-12-08,invaded,10,170,1440,0,0,0
2018-12-08,invaded,11,170,1440,0,0,0
2018-12-08,invaded,12,170,1390,35,0,15
2018-12-08,native,13,170,1270,25,125,145
2018-12-08,native,14,170,1405,30,0,5
2018-12-08,native,15,170,1440,0,0,0
2018-12-08,native,16,170,1440,0,0,0
2018-12-08,native,17,170,1300,25,60,115
2018-12-08,native,19,170,295,5,1100,1140
2018-12-08,native,20,170,1440,0,0,0
2018-12-08,native,21,170,1440,0,0,0
2018-12-08,native,23,170,720,0,720,720
2018-12-08,native,24,170,675,0,455,455
2018-12-09,invaded,04,171,1440,0,0,0
2018-12-09,invaded,05,171,1225,215,0,0
2018-12-09,invaded,06,171,1440,0,0,0
2018-12-09,invaded,07,171,1440,0,0,0
2018-12-09,invaded,10,171,1440,0,0,0
2018-12-09,invaded,11,171,1440,0,0,0
2018-12-09,invaded,12,171,1440,0,0,0
2018-12-09,native,13,171,1440,0,0,0
2018-12-09,native,14,171,1440,0,0,0
2018-12-09,native,15,171,1440,0,0,0
2018-12-09,native,16,171,1440,0,0,0
2018-12-09,native,17,171,1440,0,0,0
2018-12-09,native,20,171,1440,0,0,0
2018-12-09,native,21,171,1440,0,0,0
2018-12-09,native,23,171,1440,0,0,0
2018-12-09,native,24,171,1440,0,0,0
2018-12-10,invaded,04,172,1440,0,0,0
2018-12-10,invaded,05,172,90,5,1335,1345
2018-12-10,invaded,06,172,310,0,0,0
2018-12-10,invaded,07,172,1440,0,0,0
2018-12-10,invaded,10,172,1440,0,0,0
2018-12-10,invaded,11,172,1440,0,0,0
2018-12-10,invaded,12,172,1440,0,0,0
2018-12-10,native,13,172,1440,0,0,0
2018-12-10,native,14,172,1440,0,0,0
2018-12-10,native,15,172,1440,0,0,0
2018-12-10,native,16,172,1440,0,0,0
2018-12-10,native,17,172,1440,0,0,0
2018-12-10,native,19,172,210,25,1140,1205
2018-12-10,native,20,172,735,65,220,640
2018-12-10,native,21,172,1440,0,0,0
2018-12-10,native,23,172,795,190,250,455
2018-12-10,native,24,172,365,25,865,1050
2018-12-11,invaded,04,173,1440,0,0,0
2018-12-11,invaded,07,173,1440,0,0,0
2018-12-11,invaded,10,173,1440,0,0,0
2018-12-11,invaded,11,173,1440,0,0,0
2018-12-11,invaded,12,173,1440,0,0,0
2018-12-11,native,13,173,1440,0,0,0
2018-12-11,native,14,173,1440,0,0,0
2018-12-11,native,15,173,1440,0,0,0
2018-12-11,native,16,173,1440,0,0,0
2018-12-11,native,17,173,1425,15,0,0
2018-12-11,native,20,173,300,10,1080,1130
2018-12-11,native,21,173,1055,70,0,315
2018-12-11,native,23,173,355,20,1010,1065
2018-12-11,native,24,173,240,5,1165,1195
2018-12-12,invaded,01,174,195,300,480,945
2018-12-12,invaded,04,174,1440,0,0,0
2018-12-12,invaded,07,174,1440,0,0,0
2018-12-12,invaded,10,174,1440,0,0,0
2018-12-12,invaded,11,174,1440,0,0,0
2018-12-12,invaded,12,174,1440,0,0,0
2018-12-12,native,13,174,1235,15,150,190
2018-12-12,native,14,174,1395,40,0,5
2018-12-12,native,15,174,1440,0,0,0
2018-12-12,native,16,174,1440,0,0,0
2018-12-12,native,17,174,1245,25,105,170
2018-12-12,native,21,174,1440,0,0,0
2018-12-12,native,23,174,450,20,920,970
2018-12-12,native,24,174,260,15,1140,1165
2018-12-13,invaded,04,175,1495,0,0,0
2018-12-13,invaded,07,175,1500,0,0,0
2018-12-13,invaded,10,175,1235,260,0,0
2018-12-13,invaded,11,175,1500,0,0,0
2018-12-13,invaded,12,175,1495,0,0,0
2018-12-13,native,13,175,1495,0,0,0
2018-12-13,native,14,175,1495,0,0,0
2018-12-13,native,15,175,1495,0,0,0
2018-12-13,native,16,175,1495,0,0,0
2018-12-13,native,17,175,1500,0,0,0
2018-12-13,native,21,175,1500,0,0,0
2018-12-13,native,23,175,735,0,755,760
2018-12-13,native,24,175,630,0,845,865
2018-12-14,invaded,04,176,1440,0,0,0
2018-12-14,invaded,07,176,1440,0,0,0
2018-12-14,invaded,10,176,1440,0,0,0
2018-12-14,invaded,11,176,1440,0,0,0
2018-12-14,invaded,12,176,1440,0,0,0
2018-12-14,native,13,176,1440,0,0,0
2018-12-14,native,14,176,1440,0,0,0
2018-12-14,native,15,176,1440,0,0,0
2018-12-14,native,16,176,1440,0,0,0
2018-12-14,native,17,176,1440,0,0,0
2018-12-14,native,21,176,1440,0,0,0
2018-12-14,native,23,176,1440,0,0,0
2018-12-14,native,24,176,1440,0,0,0
2018-12-15,invaded,01,177,370,25,840,1045
2018-12-15,invaded,04,177,1440,0,0,0
2018-12-15,invaded,07,177,1440,0,0,0
2018-12-15,invaded,10,177,1440,0,0,0
2018-12-15,invaded,11,177,1440,0,0,0
2018-12-15,invaded,12,177,1440,0,0,0
2018-12-15,native,13,177,1440,0,0,0
2018-12-15,native,14,177,1440,0,0,0
2018-12-15,native,15,177,1440,0,0,0
2018-12-15,native,16,177,1440,0,0,0
2018-12-15,native,17,177,1440,0,0,0
2018-12-15,native,21,177,1440,0,0,0
2018-12-15,native,23,177,1440,0,0,0
2018-12-15,native,24,177,1195,45,120,200
2018-12-16,invaded,01,178,175,325,165,940
2018-12-16,invaded,04,178,1440,0,0,0
2018-12-16,invaded,07,178,1440,0,0,0
2018-12-16,invaded,10,178,1335,50,0,55
2018-12-16,invaded,11,178,1440,0,0,0
2018-12-16,invaded,12,178,1440,0,0,0
2018-12-16,native,13,178,1275,15,100,150
2018-12-16,native,14,178,1440,0,0,0
2018-12-16,native,15,178,1440,0,0,0
2018-12-16,native,16,178,1440,0,0,0
2018-12-16,native,17,178,1440,0,0,0
2018-12-16,native,19,178,370,0,1060,1070
2018-12-16,native,21,178,1440,0,0,0
2018-12-16,native,23,178,830,90,355,520
2018-12-17,invaded,04,179,1440,0,0,0
2018-12-17,invaded,07,179,1440,0,0,0
2018-12-17,invaded,10,179,325,15,765,1100
2018-12-17,invaded,11,179,1440,0,0,0
2018-12-17,invaded,12,179,1440,0,0,0
2018-12-17,native,13,179,1410,25,0,5
2018-12-17,native,14,179,1440,0,0,0
2018-12-17,native,15,179,1440,0,0,0
2018-12-17,native,16,179,1440,0,0,0
2018-12-17,native,17,179,1440,0,0,0
2018-12-17,native,19,179,325,40,790,1075
2018-12-17,native,20,179,180,50,265,365
2018-12-17,native,21,179,1440,0,0,0
2018-12-17,native,23,179,455,25,875,960
2018-12-18,invaded,04,180,1440,0,0,0
2018-12-18,invaded,07,180,1440,0,0,0
2018-12-18,invaded,10,180,370,10,1010,1060
2018-12-18,invaded,11,180,1440,0,0,0
2018-12-18,invaded,12,180,1440,0,0,0
2018-12-18,native,13,180,1145,5,265,290
2018-12-18,native,14,180,1300,55,10,85
2018-12-18,native,15,180,1440,0,0,0
2018-12-18,native,16,180,1440,0,0,0
2018-12-18,native,17,180,1270,40,65,130
2018-12-18,native,19,180,140,305,715,995
2018-12-18,native,20,180,655,10,750,775
2018-12-18,native,21,180,1440,0,0,0
2018-12-18,native,23,180,450,20,910,970
2018-12-19,invaded,04,181,990,340,0,110
2018-12-19,invaded,07,181,1440,0,0,0
2018-12-19,invaded,10,181,190,40,1100,1210
2018-12-19,invaded,11,181,1440,0,0,0
2018-12-19,invaded,12,181,1440,0,0,0
2018-12-19,native,13,181,1440,0,0,0
2018-12-19,native,14,181,1440,0,0,0
2018-12-19,native,15,181,1440,0,0,0
2018-12-19,native,16,181,1440,0,0,0
2018-12-19,native,17,181,1440,0,0,0
2018-12-19,native,19,181,430,10,940,1000
2018-12-19,native,20,181,1395,5,30,40
2018-12-19,native,21,181,1440,0,0,0
2018-12-19,native,23,181,370,5,1055,1065
2018-12-20,invaded,04,182,1440,0,0,0
2018-12-20,invaded,07,182,1440,0,0,0
2018-12-20,invaded,11,182,1440,0,0,0
2018-12-20,invaded,12,182,1440,0,0,0
2018-12-20,native,13,182,1440,0,0,0
2018-12-20,native,14,182,1440,0,0,0
2018-12-20,native,15,182,1440,0,0,0
2018-12-20,native,16,182,1440,0,0,0
2018-12-20,native,17,182,1440,0,0,0
2018-12-20,native,20,182,315,745,0,380
2018-12-20,native,21,182,1440,0,0,0
2018-12-20,native,23,182,855,20,540,565
2018-12-21,invaded,04,183,905,205,60,330
2018-12-21,invaded,07,183,1440,0,0,0
2018-12-21,invaded,11,183,1440,0,0,0
2018-12-21,invaded,12,183,1440,0,0,0
2018-12-21,native,13,183,1440,0,0,0
2018-12-21,native,14,183,1440,0,0,0
2018-12-21,native,15,183,1440,0,0,0
2018-12-21,native,16,183,1440,0,0,0
2018-12-21,native,17,183,1440,0,0,0
2018-12-21,native,19,183,675,10,720,755
2018-12-21,native,20,183,745,320,0,380
2018-12-21,native,21,183,1440,0,0,0
2018-12-21,native,23,183,285,35,1040,1120
2018-12-22,invaded,07,184,1440,0,0,0
2018-12-22,invaded,10,184,190,10,1220,1240
2018-12-22,invaded,11,184,1440,0,0,0
2018-12-22,invaded,12,184,1440,0,0,0
2018-12-22,native,13,184,1280,20,115,140
2018-12-22,native,14,184,1440,0,0,0
2018-12-22,native,15,184,1440,0,0,0
2018-12-22,native,16,184,1405,20,0,15
2018-12-22,native,17,184,1270,45,65,125
2018-12-22,native,19,184,650,145,430,645
2018-12-22,native,20,184,1315,60,5,65
2018-12-22,native,21,184,1440,0,0,0
2018-12-22,native,23,184,245,5,1180,1190
2018-12-23,invaded,07,185,1440,0,0,0
2018-12-23,invaded,10,185,365,10,1025,1065
2018-12-23,invaded,11,185,1440,0,0,0
2018-12-23,invaded,12,185,1440,0,0,0
2018-12-23,native,13,185,1135,5,245,300
2018-12-23,native,14,185,1365,40,0,35
2018-12-23,native,15,185,1440,0,0,0
2018-12-23,native,16,185,1440,0,0,0
2018-12-23,native,17,185,1215,10,130,215
2018-12-23,native,19,185,360,110,660,970
2018-12-23,native,20,185,985,140,185,315
2018-12-23,native,21,185,1440,0,0,0
2018-12-23,native,23,185,270,0,1165,1170
2018-12-24,invaded,04,186,615,20,785,805
2018-12-24,invaded,07,186,1440,0,0,0
2018-12-24,invaded,10,186,695,0,735,745
2018-12-24,invaded,11,186,1440,0,0,0
2018-12-24,invaded,12,186,1440,0,0,0
2018-12-24,native,13,186,1115,15,235,310
2018-12-24,native,14,186,1340,80,0,20
2018-12-24,native,15,186,1440,0,0,0
2018-12-24,native,16,186,1440,0,0,0
2018-12-24,native,17,186,1290,30,45,120
2018-12-24,native,19,186,215,75,990,1150
2018-12-24,native,20,186,1030,140,50,270
2018-12-24,native,21,186,1440,0,0,0
2018-12-24,native,23,186,345,20,1055,1075
2018-12-25,invaded,01,187,110,15,1100,1315
2018-12-25,invaded,04,187,590,10,775,840
2018-12-25,invaded,07,187,1440,0,0,0
2018-12-25,invaded,10,187,1440,0,0,0
2018-12-25,invaded,11,187,1440,0,0,0
2018-12-25,invaded,12,187,1440,0,0,0
2018-12-25,native,13,187,1120,15,230,305
2018-12-25,native,14,187,1345,65,0,30
2018-12-25,native,15,187,1435,5,0,0
2018-12-25,native,16,187,1440,0,0,0
2018-12-25,native,17,187,1275,40,45,125
2018-12-25,native,19,187,185,50,1020,1205
2018-12-25,native,20,187,930,175,50,335
2018-12-25,native,21,187,1440,0,0,0
2018-12-25,native,23,187,625,45,730,770
2018-12-26,invaded,01,188,105,60,965,1275
2018-12-26,invaded,04,188,550,40,740,850
2018-12-26,invaded,07,188,1440,0,0,0
2018-12-26,invaded,10,188,1440,0,0,0
2018-12-26,invaded,11,188,1440,0,0,0
2018-12-26,invaded,12,188,1440,0,0,0
2018-12-26,native,13,188,1265,35,90,140
2018-12-26,native,14,188,1440,0,0,0
2018-12-26,native,15,188,1440,0,0,0
2018-12-26,native,16,188,1440,0,0,0
2018-12-26,native,17,188,1345,35,0,60
2018-12-26,native,19,188,390,25,1010,1025
2018-12-26,native,20,188,1015,130,60,295
2018-12-26,native,21,188,1440,0,0,0
2018-12-26,native,23,188,745,5,635,690
2018-12-27,invaded,01,189,70,20,905,1350
2018-12-27,invaded,04,189,730,5,610,705
2018-12-27,invaded,07,189,1440,0,0,0
2018-12-27,invaded,10,189,1440,0,0,0
2018-12-27,invaded,11,189,1440,0,0,0
2018-12-27,invaded,12,189,1415,25,0,0
2018-12-27,native,13,189,1375,55,0,10
2018-12-27,native,14,189,1440,0,0,0
2018-12-27,native,15,189,1440,0,0,0
2018-12-27,native,16,189,1440,0,0,0
2018-12-27,native,17,189,1440,0,0,0
2018-12-27,native,19,189,560,40,775,840
2018-12-27,native,20,189,1215,125,40,100
2018-12-27,native,21,189,1440,0,0,0
2018-12-27,native,23,189,1010,100,0,330
2018-12-28,invaded,04,190,1440,0,0,0
2018-12-28,invaded,05,190,355,0,25,25
2018-12-28,invaded,07,190,1440,0,0,0
2018-12-28,invaded,10,190,1440,0,0,0
2018-12-28,invaded,11,190,1440,0,0,0
2018-12-28,invaded,12,190,1440,0,0,0
2018-12-28,native,13,190,1430,10,0,0
2018-12-28,native,14,190,1440,0,0,0
2018-12-28,native,15,190,1440,0,0,0
2018-12-28,native,16,190,1440,0,0,0
2018-12-28,native,17,190,1440,0,0,0
2018-12-28,native,19,190,515,5,910,920
2018-12-28,native,20,190,1235,150,0,55
2018-12-28,native,21,190,1440,0,0,0
2018-12-28,native,22,190,380,10,385,400
2018-12-28,native,23,190,1440,0,0,0
2018-12-29,invaded,04,191,1440,0,0,0
2018-12-29,invaded,05,191,1125,0,265,315
2018-12-29,invaded,07,191,1440,0,0,0
2018-12-29,invaded,10,191,1440,0,0,0
2018-12-29,invaded,11,191,1440,0,0,0
2018-12-29,invaded,12,191,1440,0,0,0
2018-12-29,native,13,191,1440,0,0,0
2018-12-29,native,14,191,1440,0,0,0
2018-12-29,native,15,191,1440,0,0,0
2018-12-29,native,16,191,1440,0,0,0
2018-12-29,native,17,191,1440,0,0,0
2018-12-29,native,19,191,120,15,1295,1305
2018-12-29,native,20,191,840,170,240,430
2018-12-29,native,21,191,1440,0,0,0
2018-12-29,native,23,191,1440,0,0,0
2018-12-30,invaded,04,192,1440,0,0,0
2018-12-30,invaded,05,192,1440,0,0,0
2018-12-30,invaded,07,192,1440,0,0,0
2018-12-30,invaded,10,192,1440,0,0,0
2018-12-30,invaded,11,192,1440,0,0,0
2018-12-30,invaded,12,192,1440,0,0,0
2018-12-30,native,13,192,1395,5,0,40
2018-12-30,native,14,192,1440,0,0,0
2018-12-30,native,15,192,1440,0,0,0
2018-12-30,native,16,192,1440,0,0,0
2018-12-30,native,17,192,1440,0,0,0
2018-12-30,native,19,192,230,5,1190,1205
2018-12-30,native,20,192,1050,80,115,310
2018-12-30,native,21,192,1440,0,0,0
